backend,batch_size,batches,graphs,compute_mean_ms_per_graph,compute_p50_ms_per_graph,compute_p99_ms_per_graph,transfer_mean_ms_per_graph,e2e_mean_ms_per_graph,e2e_p50_ms_per_graph,e2e_p99_ms_per_graph,graph_mean_ms_per_graph,forward_mean_ms_per_graph,throughput_mean_graphs_per_s,throughput_p50_graphs_per_s,throughput_p99_graphs_per_s,nodes_per_s_mean
cpu_compile,1,2048,2048,0.9534788774414062,0.939654,1.21348741,0.0,0.9534788774414062,0.939654,1.21348741,0.121905693359375,0.707506197265625,1059.1287417229805,1064.2215114198823,1205.8692696356713,39206.13676123965
cpu_compile,2,1024,2048,0.5621204599609375,0.5531010000000001,0.7020252949999999,0.0,0.5621204599609375,0.5531010000000001,0.7020252949999999,0.092096224609375,0.40153186669921875,1792.1891919896784,1807.9880544239413,2154.121093021548,66933.13281460971
cpu_compile,4,512,2048,0.3321091337890625,0.328294125,0.44116445499999996,0.0,0.3321091337890625,0.328294125,0.44116445499999996,0.06781565283203125,0.2279622666015625,3034.6380439858663,3046.049032361575,3598.7321607325985,114073.2866545041
cpu_compile,8,256,2048,0.204409037109375,0.19867331249999998,0.38365334374999993,0.0,0.204409037109375,0.19867331249999998,0.38365334374999993,0.0528202080078125,0.12588533154296874,5021.043540543746,5033.3888662301015,6402.177345996184,189255.8517037153
cpu_compile,16,128,2048,0.221516296875,0.19447546875,0.5701345406250004,0.0,0.221516296875,0.19447546875,0.5701345406250004,0.03575156298828125,0.09433740478515625,4874.53781806715,5142.036909181974,5817.0308525095625,185546.91912060327
cpu_compile,64,32,2048,0.0934741376953125,0.08615600781249999,0.19790746921875008,0.0,0.0934741376953125,0.08615600781249999,0.19790746921875008,0.029671119140625,0.04144327392578125,11258.21257282474,11607.036161620068,14281.038753170596,430062.3978442988
cpu_eager,1,2048,2048,1.6108730971679688,1.576949,2.1962591199999997,0.0,1.6108730971679688,1.576949,2.1962591199999997,0.1257875830078125,1.3436747915039062,626.0431617915069,634.1359178056248,724.7578758194859,23343.910129475582
cpu_eager,2,1024,2048,0.9543280678710937,0.8962972499999999,1.34954677,0.0,0.9543280678710937,0.8962972499999999,1.34954677,0.10193659619140626,0.7700177436523438,1069.8394902743748,1115.7012960418033,1277.1867032310317,40092.90589575338
cpu_eager,4,512,2048,0.5665172548828125,0.533055,0.7641852949999998,0.0,0.5665172548828125,0.533055,0.7641852949999998,0.07437881884765625,0.44764335595703125,1812.7168170014033,1875.9790268779875,2363.2067864865835,68417.74994894498
cpu_eager,8,256,2048,0.36837399658203124,0.346089875,0.7235446999999952,0.0,0.36837399658203124,0.346089875,0.7235446999999952,0.05451313671875,0.27394508154296876,2838.316536182407,2889.4235270395175,3489.470077116822,107674.2866251885
cpu_eager,16,128,2048,0.33384284765625,0.2517988125,0.9824502493750003,0.0,0.33384284765625,0.2517988125,0.9824502493750003,0.03618336669921875,0.183710615234375,3509.638148323008,3971.426976714326,4468.737080111693,132882.1528650897
cpu_eager,64,32,2048,0.176003912109375,0.1690355625,0.32060787609375,0.0,0.176003912109375,0.1690355625,0.32060787609375,0.034250197265625,0.118824734375,6035.365469492128,5915.921787480282,9486.681345045356,228716.19460435625
gpu_compile,1,2048,2048,1.099187032021291,1.097727969288826,1.1475164900720118,0.07481967187868577,1.1740067038999769,1.172672025859356,1.222178548872471,0.27926648502761964,0.5903044381120708,851.8626999467743,852.7533512766977,864.4369465563404,32511.380238869315
gpu_compile,2,1024,2048,0.5563498437113594,0.5555119961500168,0.578540305942297,0.03746493750168156,0.593814781213041,0.5929119940847158,0.6154831905849278,0.14829556277254596,0.2949887036229484,1684.1575021810684,1686.5909443166352,1704.4979116111422,64284.32455397178
gpu_compile,4,512,2048,0.27865109351841966,0.2777959983795881,0.28846151545643806,0.018925359387139906,0.29757645290555956,0.29677599715068936,0.30765511538833384,0.07401826558634639,0.14796095321071334,3360.8538384463677,3369.5447419179827,3403.8837085520945,128273.48262392163
gpu_compile,8,256,2048,0.1414765309964423,0.1405599983409047,0.14578100061044097,0.009998140603784123,0.15147467160022643,0.15059999632649124,0.15572699783369898,0.03721848424174823,0.07581235939869657,6603.002665722584,6640.106403668587,6743.716419269637,252109.6422620884
gpu_compile,16,128,2048,0.07112378114834428,0.07124400045722723,0.07235212001018226,0.005214406253799098,0.07633818740214338,0.07641900004819036,0.07760646009817719,0.018647874938324094,0.03814582814811729,13100.730576634247,13085.750919804666,13368.69914483122,500642.4930493335
gpu_compile,64,32,2048,0.019200499969883822,0.019227249664254487,0.01945341537706554,0.0018925156255136244,0.021093015595397446,0.021140500059118494,0.021353689850657248,0.004877359373494983,0.010632624966092408,47416.49091165576,47302.57840921715,49625.92355911927,1811504.3022946818
gpu_eager,1,2048,2048,1.7025744377606316,1.6995840296149254,1.8017586559057235,0.07126623437670787,1.7738406721373394,1.7705279737710953,1.8825554855540394,0.2781920631387038,1.1971520008519292,563.8083496211735,564.8032760928781,570.3260581583748,21502.85372614041
gpu_eager,2,1024,2048,0.862524609452521,0.8570879995822906,0.9476435362547636,0.03591176567442744,0.8984363751269484,0.8926879996433854,0.9842622532695532,0.148116906217183,0.6021461102645844,1113.511623944364,1120.2122134491383,1128.3297187682108,42389.73780191179
gpu_eager,4,512,2048,0.4397578435164178,0.4311040136963129,0.47467385411262514,0.01865359372095554,0.4584114372373733,0.4493640004657209,0.4940116927865893,0.07440465626132209,0.30878976569510996,2186.189714292596,2225.367407443773,2251.0403742661415,83130.163047743
