backend,batch_size,compute_mean_ms_per_graph,transfer_mean_ms_per_graph,e2e_mean_ms_per_graph,throughput_mean_graphs_per_s
cpu_compile,1,0.9534788774414062,0.0,0.9534788774414062,1059.1287417229805
cpu_compile,2,0.5621204599609375,0.0,0.5621204599609375,1792.1891919896784
cpu_compile,4,0.3321091337890625,0.0,0.3321091337890625,3034.6380439858663
cpu_compile,8,0.204409037109375,0.0,0.204409037109375,5021.043540543746
cpu_compile,16,0.221516296875,0.0,0.221516296875,4874.53781806715
cpu_compile,64,0.0934741376953125,0.0,0.0934741376953125,11258.21257282474
cpu_eager,1,1.6108730971679688,0.0,1.6108730971679688,626.0431617915069
cpu_eager,2,0.9543280678710937,0.0,0.9543280678710937,1069.8394902743748
cpu_eager,4,0.5665172548828125,0.0,0.5665172548828125,1812.7168170014033
cpu_eager,8,0.36837399658203124,0.0,0.36837399658203124,2838.316536182407
cpu_eager,16,0.33384284765625,0.0,0.33384284765625,3509.638148323008
cpu_eager,64,0.176003912109375,0.0,0.176003912109375,6035.365469492128
gpu_compile,1,1.099187032021291,0.07481967187868577,1.1740067038999769,851.8626999467743
gpu_compile,2,0.5563498437113594,0.03746493750168156,0.593814781213041,1684.1575021810684
gpu_compile,4,0.27865109351841966,0.018925359387139906,0.29757645290555956,3360.8538384463677
gpu_compile,8,0.1414765309964423,0.009998140603784123,0.15147467160022643,6603.002665722584
gpu_compile,16,0.07112378114834428,0.005214406253799098,0.07633818740214338,13100.730576634247
gpu_compile,64,0.019200499969883822,0.0018925156255136244,0.021093015595397446,47416.49091165576
gpu_eager,1,1.7025744377606316,0.07126623437670787,1.7738406721373394,563.8083496211735
gpu_eager,2,0.862524609452521,0.03591176567442744,0.8984363751269484,1113.511623944364
gpu_eager,4,0.4397578435164178,0.01865359372095554,0.4584114372373733,2186.189714292596
gpu_eager,8,0.22790442169934977,0.010019874995123246,0.23792429669447301,4207.173879694484
gpu_eager,16,0.11617051568464376,0.0051872343610739335,0.1213577500457177,8241.904650968625
gpu_eager,64,0.03191392191365594,0.001626500001293607,0.03354042191494955,29838.958497282096
