Iteration,Total_Wall_ms,HW_Write_ms,HW_Compute_ms,HW_Read_ms,SW_Overhead_ms
1283,0.579316,0.04821,0.339926,0.078918,0.112262
1284,0.430001,0.04136,0.143532,0.094174,0.150935
1285,0.42818,0.040253,0.189512,0.065196,0.133219
1286,0.50584,0.040257,0.22925,0.081713,0.15462
1287,0.340464,0.03894,0.136465,0.038133,0.126926
1288,0.526426,0.03786,0.256764,0.07563,0.156172
1289,0.501579,0.043417,0.264552,0.067813,0.125797
1290,0.620576,0.058087,0.343489,0.08164,0.13736
1291,0.337357,0.035478,0.125105,0.038178,0.138596
1292,0.473244,0.031378,0.200663,0.080827,0.160376
1293,0.587458,0.039519,0.35897,0.065533,0.123436
1294,0.417047,0.05219,0.177233,0.084986,0.102638
1295,0.456938,0.042396,0.199117,0.066324,0.149101
1296,0.44111,0.045987,0.153481,0.091367,0.150275
1297,0.4367,0.038717,0.199698,0.065501,0.132784
1298,0.5226,0.036377,0.272166,0.057237,0.15682
1299,0.354875,0.051053,0.147181,0.038267,0.118374
1300,0.417025,0.04005,0.181326,0.054896,0.140753
1301,0.44859,0.051704,0.272909,0.037626,0.086351
1302,0.565576,0.039465,0.286408,0.08137,0.158333
1303,0.39462,0.044194,0.136345,0.089337,0.124744
1304,0.592326,0.03346,0.300556,0.099693,0.158617
1305,0.522402,0.034088,0.286302,0.066153,0.135859
1306,0.570902,0.053003,0.302424,0.08248,0.132995
1307,0.430952,0.035156,0.209188,0.045716,0.140892
1308,0.533659,0.037339,0.286687,0.08155,0.128083
1309,0.512102,0.034562,0.259812,0.066864,0.150864
1310,0.444512,0.039564,0.163663,0.093887,0.147398
1311,0.4146,0.04063,0.168032,0.08663,0.119308
1312,0.386606,0.03602,0.162436,0.054834,0.133316
1313,0.316979,0.047666,0.101224,0.03804,0.130049
1314,0.33358,0.031641,0.114106,0.05466,0.133173
1315,0.345544,0.03696,0.184082,0.038002,0.0865
1316,0.453107,0.031882,0.220195,0.055066,0.145964
1317,0.383792,0.040265,0.18966,0.037274,0.116593
1318,0.443826,0.047791,0.16339,0.090843,0.141802
1319,0.429164,0.036223,0.192553,0.06744,0.132948
1320,0.499424,0.035024,0.277088,0.05473,0.132582
1321,0.557423,0.049017,0.320736,0.068056,0.119614
1322,0.421012,0.036214,0.211365,0.054993,0.11844
1323,0.336651,0.050109,0.131338,0.038002,0.117202
1324,0.44153,0.034049,0.167873,0.08054,0.159068
1325,0.325007,0.03748,0.132012,0.038073,0.117442
1326,0.480444,0.037482,0.220461,0.054537,0.167964
1327,0.395976,0.033462,0.196852,0.03778,0.127882
1328,0.391011,0.031092,0.159031,0.055353,0.145535
1329,0.496196,0.037879,0.264587,0.065942,0.127788
1330,0.350352,0.044033,0.13391,0.05485,0.117559
1331,0.414755,0.047354,0.195718,0.0374,0.134283
1332,0.427611,0.044934,0.191388,0.055154,0.136135
1333,0.347359,0.041332,0.148491,0.038527,0.119009
1334,0.461992,0.036395,0.227908,0.055127,0.142562
1335,0.319686,0.039911,0.128722,0.037433,0.11362
1336,0.35654,0.046209,0.127324,0.054587,0.12842
1337,0.36947,0.034432,0.180782,0.037522,0.116734
1338,0.48635,0.036896,0.250671,0.080724,0.118059
1339,0.409749,0.032743,0.149192,0.089305,0.138509
1340,0.488096,0.03432,0.208662,0.089513,0.155601
1341,0.316906,0.034627,0.127941,0.037736,0.116602
1342,0.542329,0.035176,0.3054,0.0551,0.146653
1343,0.404099,0.043574,0.16389,0.077064,0.119571
1344,0.390319,0.033407,0.145235,0.055083,0.156594
1345,0.335672,0.034471,0.140877,0.038649,0.121675
1346,0.696326,0.036603,0.445078,0.085016,0.129629
1347,0.413816,0.036454,0.173875,0.07791,0.125577
1348,0.623029,0.033666,0.367662,0.082354,0.139347
1349,0.39479,0.033566,0.138748,0.075418,0.147058
1350,0.45435,0.049424,0.147537,0.115397,0.141992
1351,0.396497,0.034894,0.166687,0.075971,0.118945
1352,0.530377,0.041503,0.306043,0.078016,0.104815
1353,0.399043,0.038156,0.160183,0.053551,0.147153
1354,0.417354,0.042183,0.13801,0.09925,0.137911
1355,0.547841,0.034025,0.330089,0.066188,0.117539
1356,0.560519,0.05544,0.292608,0.08152,0.130951
1357,0.407021,0.034683,0.173167,0.07707,0.122101
1358,0.558851,0.03512,0.265442,0.08091,0.177379
1359,0.404294,0.03878,0.168573,0.077621,0.11932
1360,0.519989,0.044067,0.19434,0.09289,0.188692
1361,0.35079,0.03604,0.144884,0.039993,0.129873
1362,0.628607,0.062884,0.311166,0.081323,0.173234
1363,0.445247,0.038433,0.203369,0.066309,0.137136
1364,0.591626,0.038897,0.296583,0.08146,0.174686
1365,0.407808,0.039423,0.118822,0.037656,0.211907
1366,0.380725,0.049233,0.174836,0.053673,0.102983
1367,0.359977,0.037926,0.156268,0.038022,0.127761
1368,0.520114,0.03624,0.233729,0.081027,0.169118
1369,0.745967,0.036393,0.523469,0.066549,0.119556
1370,0.426048,0.04835,0.146216,0.093273,0.138209
1371,0.442479,0.033713,0.213843,0.065285,0.129638
1372,0.680354,0.038044,0.402837,0.083527,0.155946
1373,0.471406,0.03783,0.227942,0.067469,0.138165
1374,0.408495,0.03528,0.13699,0.092514,0.143711
1375,0.3207,0.035023,0.115607,0.038038,0.132032
1376,0.454958,0.048873,0.180768,0.095487,0.12983
1377,0.362768,0.03935,0.157834,0.03762,0.127964
1378,0.34418,0.04509,0.095899,0.054583,0.148608
1379,0.345221,0.033824,0.176855,0.037866,0.096676
1380,0.549912,0.03242,0.321055,0.054956,0.141481
1381,0.32366,0.034751,0.120094,0.038035,0.13078
1382,0.431381,0.035905,0.191493,0.054947,0.149036
1383,0.873237,0.03763,0.656558,0.038398,0.140651
1384,0.488348,0.035845,0.224214,0.084517,0.143772
1385,0.498497,0.043334,0.281137,0.037413,0.136613
1386,0.600639,0.03375,0.324506,0.10359,0.138793
1387,0.524233,0.038526,0.247664,0.06574,0.172303
1388,0.464133,0.033916,0.196687,0.09328,0.14025
1389,0.464416,0.0377,0.226006,0.06718,0.13353
1390,0.596239,0.038934,0.32325,0.082383,0.151672
1391,0.467504,0.033666,0.237437,0.065875,0.130526
1392,0.504546,0.03922,0.231148,0.081113,0.153065
1393,0.435211,0.04265,0.190943,0.065291,0.136327
1394,0.71211,0.039057,0.445783,0.081937,0.145333
1395,0.398715,0.033862,0.184407,0.03784,0.142606
1396,0.447543,0.031195,0.160466,0.092443,0.163439
1397,0.325643,0.033333,0.133396,0.037824,0.12109
1398,0.488318,0.03602,0.229485,0.055094,0.167719
1399,0.427323,0.03701,0.21171,0.043633,0.13497
1400,0.528645,0.038703,0.2825,0.091416,0.116026
1401,0.434321,0.078596,0.158437,0.039191,0.158097
1402,0.465032,0.049106,0.166635,0.083076,0.166215
1403,0.336437,0.033486,0.143568,0.038254,0.121129
1404,0.458723,0.037874,0.216692,0.054966,0.149191
1405,0.329672,0.047699,0.132631,0.038062,0.11128
1406,0.428,0.036554,0.189673,0.05695,0.144823
1407,0.463209,0.037068,0.258131,0.037758,0.130252
1408,0.441901,0.033274,0.203084,0.055163,0.15038
1409,0.371119,0.047972,0.17348,0.037812,0.111855
1410,0.480551,0.039579,0.243112,0.05497,0.14289
1411,0.35216,0.045715,0.144131,0.044391,0.117923
1412,0.425511,0.045234,0.153168,0.093246,0.133863
1413,0.342082,0.03774,0.178801,0.037133,0.088408
1414,0.37476,0.037072,0.151793,0.054457,0.131438
1415,0.343649,0.031286,0.157065,0.038111,0.117187
1416,0.438946,0.041504,0.165746,0.080523,0.151173
1417,0.548479,0.04437,0.315468,0.065954,0.122687
1418,0.529459,0.03944,0.242274,0.081113,0.166632
1419,0.411547,0.03867,0.161299,0.064744,0.146834
1420,0.420529,0.042547,0.135004,0.087703,0.155275
1421,0.596369,0.040564,0.370689,0.066756,0.11836
1422,0.482023,0.037982,0.197021,0.089663,0.157357
1423,0.441108,0.032321,0.20134,0.083942,0.123505
1424,0.66754,0.037903,0.428356,0.054697,0.146584
1425,0.399661,0.047075,0.196173,0.037785,0.118628
1426,0.598879,0.048648,0.331198,0.081237,0.137796
1427,0.485765,0.046267,0.238749,0.065866,0.134883
1428,0.491603,0.047036,0.214901,0.080996,0.14867
1429,0.388721,0.033428,0.184844,0.043758,0.126691
1430,0.500178,0.053766,0.217661,0.080887,0.147864
1431,0.42044,0.03359,0.191907,0.065416,0.129527
1432,0.451361,0.03481,0.16827,0.08304,0.165241
1433,0.29917,0.03852,0.100479,0.037982,0.122189
1434,0.565563,0.037509,0.333961,0.05489,0.139203
1435,0.431085,0.037539,0.192509,0.065574,0.135463
1436,0.513016,0.050177,0.262464,0.0551,0.145275
1437,0.547145,0.050099,0.312767,0.065722,0.118557
1438,0.427867,0.05716,0.140956,0.089766,0.139985
1439,0.42209,0.04395,0.177932,0.066021,0.134187
1440,0.619247,0.04483,0.341231,0.05471,0.178476
1441,0.551135,0.04086,0.322534,0.065862,0.121879
1442,0.60866,0.054656,0.309849,0.082937,0.161218
1443,0.408636,0.035207,0.177985,0.078071,0.117373
1444,0.629986,0.034599,0.361189,0.081637,0.152561
1445,0.41948,0.040816,0.158509,0.076606,0.143549
1446,0.44088,0.04166,0.150104,0.091037,0.158079
1447,0.480607,0.039416,0.227217,0.078527,0.135447
1448,0.483336,0.047757,0.208783,0.08172,0.145076
1449,0.379721,0.037487,0.166901,0.037805,0.137528
1450,0.454869,0.041314,0.210438,0.05448,0.148637
1451,0.392997,0.052464,0.18898,0.037909,0.113644
1452,0.527656,0.036404,0.293097,0.065267,0.132888
1453,0.410953,0.030481,0.183646,0.066597,0.130229
1454,0.385221,0.03635,0.187203,0.054984,0.106684
1455,0.57188,0.036737,0.33515,0.06598,0.134013
1456,0.428313,0.047347,0.147171,0.092237,0.141558
1457,0.465494,0.034919,0.232242,0.065696,0.132637
1458,0.487715,0.03921,0.244654,0.055137,0.148714
1459,0.419176,0.046269,0.158437,0.090705,0.123765
1460,0.355453,0.03545,0.114928,0.05459,0.150485
1461,0.313307,0.047813,0.142476,0.037631,0.085387
1462,0.545754,0.035851,0.297488,0.08187,0.130545
1463,0.464899,0.034916,0.217228,0.066072,0.146683
1464,1.19354,0.0382,0.9304,0.08257,0.142367
1465,0.453419,0.033422,0.21968,0.078256,0.122061
1466,0.52506,0.037037,0.224438,0.080987,0.182598
1467,0.499603,0.038177,0.237059,0.065336,0.159031
1468,0.436501,0.050093,0.135046,0.093453,0.157909
1469,0.684756,0.03782,0.451482,0.078973,0.116481
1470,0.530767,0.039677,0.237725,0.080596,0.172769
1471,0.405533,0.042027,0.162811,0.077038,0.123657
1472,0.497392,0.040254,0.198846,0.081446,0.176846
1473,0.38424,0.03436,0.205245,0.038733,0.105902
1474,0.447511,0.037633,0.172328,0.08076,0.15679
1475,0.309107,0.035622,0.116437,0.037478,0.11957
1476,0.38287,0.029245,0.161123,0.05479,0.137712
1477,0.392141,0.046951,0.180142,0.037337,0.127711
1478,0.440408,0.038477,0.196174,0.05566,0.150097
1479,0.587143,0.02986,0.373524,0.068833,0.114926
1480,0.406431,0.03614,0.141999,0.092497,0.135795
1481,0.28998,0.034386,0.111128,0.024006,0.12046
1482,0.485788,0.04132,0.19066,0.054897,0.198911
1483,0.322246,0.066591,0.113801,0.021044,0.12081
1484,0.54507,0.06708,0.179079,0.079276,0.219635
1485,0.466485,0.049509,0.218407,0.07105,0.127519
1486,0.74093,0.06422,0.292763,0.079717,0.30423
1487,0.567371,0.050577,0.265361,0.076541,0.174892
1488,0.775616,0.072094,0.436439,0.07978,0.187303
1489,0.587612,0.084483,0.288907,0.077378,0.136844
1490,0.635797,0.059263,0.289242,0.0959,0.191392
1491,0.403322,0.078544,0.160392,0.033643,0.130743
1492,0.589522,0.04442,0.275123,0.078943,0.191036
1493,0.402665,0.067389,0.184543,0.032593,0.11814
1494,0.571935,0.044184,0.226953,0.077127,0.223671
1495,0.377803,0.066441,0.161464,0.032799,0.117099
1496,0.447532,0.061094,0.15195,0.055173,0.179315
1497,0.577963,0.04099,0.294229,0.086651,0.156093
1498,0.51094,0.074337,0.177563,0.077344,0.181696
1499,0.39962,0.076923,0.169491,0.032848,0.120358
1500,0.54166,0.0457,0.218846,0.077354,0.19976
1501,0.600929,0.068387,0.312959,0.078075,0.141508
1502,0.502028,0.045116,0.206283,0.07835,0.172279
1503,0.39544,0.059975,0.150315,0.051427,0.133723
1504,0.52612,0.073029,0.186909,0.09043,0.175752
1505,0.543894,0.043645,0.26985,0.077571,0.152828
1506,0.46532,0.098128,0.149254,0.05629,0.161648
1507,0.39846,0.088141,0.17088,0.03265,0.106789
1508,0.56983,0.05323,0.20565,0.077137,0.233813
1509,0.41603,0.06902,0.207637,0.035271,0.104102
1510,0.612409,0.05563,0.287213,0.078336,0.19123
1511,0.529482,0.069811,0.241051,0.088282,0.130338
1512,0.55068,0.054757,0.228847,0.080593,0.186483
1513,0.409163,0.060269,0.180265,0.036312,0.132317
1514,0.473363,0.104355,0.168392,0.058117,0.142499
1515,0.405,0.031242,0.197801,0.031839,0.144118
1516,0.565329,0.069434,0.219976,0.08142,0.194499
1517,0.490557,0.090533,0.187331,0.090834,0.121859
1518,0.532325,0.036457,0.201633,0.078824,0.215411
1519,0.478515,0.041873,0.247548,0.059473,0.129621
1520,0.556717,0.052244,0.205805,0.079286,0.219382
1521,0.34236,0.04038,0.15143,0.03131,0.11924
1522,0.439043,0.043958,0.138549,0.084567,0.171969
1523,0.63386,0.089447,0.343724,0.078078,0.122611
1524,0.499256,0.067448,0.183845,0.066047,0.181916
1525,0.496945,0.037007,0.218133,0.077055,0.16475
1526,0.527482,0.0366,0.187223,0.07823,0.225429
1527,0.388074,0.066711,0.1811,0.03113,0.109133
1528,0.466486,0.037663,0.154984,0.07932,0.194519
1529,0.56734,0.078247,0.250447,0.073232,0.165414
1530,0.700537,0.079826,0.366366,0.07719,0.177155
1531,0.36956,0.078683,0.142928,0.032773,0.115176
1532,0.566454,0.050584,0.217515,0.077093,0.221262
1533,0.523155,0.06742,0.220506,0.091635,0.143594
1534,0.525142,0.047687,0.202795,0.078674,0.195986
1535,0.484825,0.078507,0.210613,0.059888,0.135817
1536,0.542974,0.04723,0.210039,0.078157,0.207548
1537,0.705832,0.055057,0.416316,0.076707,0.157752
1538,0.582946,0.05958,0.265434,0.078414,0.179518
1539,0.439377,0.070853,0.172677,0.094568,0.101279
1540,0.553117,0.08202,0.20614,0.07737,0.187587
1541,0.586188,0.054506,0.305159,0.078278,0.148245
1542,0.51998,0.077286,0.177581,0.077893,0.18722
1543,0.507574,0.064146,0.244539,0.051024,0.147865
1544,0.555734,0.045797,0.244267,0.07942,0.18625
1545,0.485348,0.03544,0.242141,0.060789,0.146978
1546,0.568777,0.050506,0.241008,0.076976,0.200287
1547,0.461302,0.043073,0.170714,0.076261,0.171254
1548,0.437472,0.053697,0.122343,0.065493,0.195939
1549,0.43584,0.069011,0.190122,0.055863,0.120844
1550,0.52166,0.068291,0.177475,0.080494,0.1954
1551,0.524826,0.042879,0.289005,0.060517,0.132425
1552,0.531712,0.047056,0.218865,0.07753,0.188261
1553,0.54244,0.081817,0.254909,0.076766,0.128948
1554,0.547532,0.038204,0.230416,0.07798,0.200932
1555,0.68958,0.068824,0.440043,0.060387,0.120326
1556,0.581277,0.05367,0.270408,0.08014,0.177059
1557,0.488917,0.035277,0.24171,0.057798,0.154132
1558,0.720172,0.063447,0.410242,0.079127,0.167356
1559,0.53106,0.041726,0.26651,0.089646,0.133178
1560,0.466629,0.05395,0.205656,0.072913,0.13411
1561,0.64142,0.066564,0.318116,0.076494,0.180246
1562,0.69611,0.071332,0.305718,0.082156,0.236904
1563,0.587138,0.057892,0.222596,0.082451,0.224199
1564,0.652432,0.069336,0.30659,0.091327,0.185179
1565,0.641755,0.073916,0.379584,0.060256,0.127999
1566,0.629274,0.070778,0.229566,0.09768,0.23125
1567,0.415297,0.060885,0.173725,0.04122,0.139467
1568,0.519409,0.08874,0.195547,0.07743,0.157692
1569,0.754645,0.061213,0.460258,0.077573,0.155601
1570,0.549223,0.07137,0.24078,0.076707,0.160366
1571,0.421375,0.062086,0.186736,0.04863,0.123923
1572,0.584797,0.077069,0.270556,0.07867,0.158502
1573,0.446906,0.086887,0.179039,0.07888,0.1021
1574,0.624717,0.050383,0.305731,0.08866,0.179943
1575,0.472309,0.07881,0.212105,0.051637,0.129757
1576,0.521788,0.035326,0.19833,0.080154,0.207978
1577,0.530145,0.066856,0.259514,0.076688,0.127087
1578,0.818852,0.077036,0.481328,0.078293,0.182195
1579,0.395647,0.067477,0.188463,0.035722,0.103985
1580,0.61432,0.057631,0.294042,0.077014,0.185633
1581,0.675971,0.037393,0.442992,0.059629,0.135957
1582,0.50278,0.050273,0.182419,0.076756,0.193332
1583,0.521996,0.063464,0.233453,0.090746,0.134333
1584,0.585469,0.04414,0.258424,0.07888,0.204025
1585,0.40112,0.061103,0.173894,0.041295,0.124828
1586,0.560071,0.056358,0.279027,0.054453,0.170233
1587,0.481052,0.070941,0.181564,0.095384,0.133163
1588,0.725989,0.044223,0.393779,0.08823,0.199757
1589,0.471957,0.067423,0.199928,0.058522,0.146084
1590,0.568995,0.06707,0.24774,0.079073,0.175112
1591,0.43148,0.038427,0.175011,0.059441,0.158601
1592,0.503908,0.066539,0.22757,0.07957,0.130229
1593,0.365634,0.086214,0.142801,0.032599,0.10402
1594,0.573297,0.049714,0.245363,0.093316,0.184904
1595,0.429128,0.037657,0.170946,0.061281,0.159244
1596,0.508982,0.049913,0.211236,0.08412,0.163713
1597,0.495226,0.036457,0.256874,0.058665,0.14323
1598,0.368727,0.044127,0.109364,0.055113,0.160123
1599,0.277408,0.035007,0.117477,0.020915,0.104009
1600,0.598223,0.059684,0.253978,0.079743,0.204818
1601,0.499225,0.067383,0.23264,0.060507,0.138695
1602,0.4908,0.044657,0.203334,0.078093,0.164716
1603,0.468605,0.05565,0.176658,0.098856,0.137441
1604,0.442773,0.051367,0.210396,0.055013,0.125997
1605,0.529131,0.06698,0.26242,0.06071,0.139021
1606,0.779954,0.068795,0.432345,0.09548,0.183334
1607,0.378723,0.038263,0.120635,0.052186,0.167639
1608,0.59118,0.08744,0.270469,0.078003,0.155268
1609,0.526383,0.056163,0.203383,0.103326,0.163511
1610,0.470143,0.038934,0.175797,0.078387,0.177025
1611,0.418223,0.060383,0.192609,0.044561,0.12067
1612,0.538926,0.033883,0.204903,0.079067,0.221073
1613,0.408728,0.048627,0.160525,0.063475,0.136101
1614,0.750504,0.036627,0.425093,0.079053,0.209731
1615,0.49327,0.062005,0.282684,0.031303,0.117278
1616,0.550109,0.05346,0.183512,0.077877,0.23526
1617,0.498492,0.039266,0.26086,0.07594,0.122426
1618,0.566837,0.09055,0.211413,0.081373,0.183501
1619,0.35878,0.037618,0.142422,0.03267,0.14607
1620,0.530632,0.032958,0.235818,0.0781,0.183756
1621,0.477097,0.088735,0.243302,0.03398,0.11108
1622,0.561228,0.050546,0.21331,0.087843,0.209529
1623,0.524483,0.051997,0.232643,0.091491,0.148352
1624,0.525814,0.048197,0.212268,0.078774,0.186575
1625,0.426752,0.082088,0.198068,0.032793,0.113803
1626,0.514723,0.064457,0.194286,0.077667,0.178313
1627,0.38074,0.043752,0.19177,0.031448,0.11377
1628,0.515529,0.041104,0.223536,0.079293,0.171596
1629,0.432817,0.072067,0.226435,0.022026,0.112289
1630,0.558463,0.053953,0.26294,0.078797,0.162773
1631,0.312416,0.036644,0.127278,0.019784,0.12871
1632,0.474475,0.050016,0.217011,0.054943,0.152505
1633,0.380809,0.034228,0.197077,0.031492,0.118012
1634,0.63752,0.029644,0.339391,0.077384,0.191101
1635,0.684237,0.066193,0.387778,0.079352,0.150914
1636,0.485429,0.069402,0.156023,0.058903,0.201101
1637,0.414642,0.035587,0.181988,0.073907,0.12316
1638,0.470542,0.051693,0.17105,0.087804,0.159995
1639,0.381911,0.050153,0.173841,0.03103,0.126887
1640,0.623178,0.074547,0.220989,0.087887,0.239755
1641,0.38138,0.049051,0.163675,0.032469,0.136185
1642,0.945077,0.083731,0.629163,0.077377,0.154806
1643,0.4663,0.061527,0.174614,0.090245,0.139914
1644,0.499734,0.042375,0.176069,0.065017,0.216273
1645,0.54984,0.069743,0.256598,0.077275,0.146224
1646,0.528666,0.079752,0.184546,0.09912,0.165248
1647,0.535734,0.069015,0.231013,0.077203,0.158503
1648,0.602578,0.039393,0.289229,0.078323,0.195633
1649,0.413773,0.087249,0.190432,0.032832,0.10326
1650,0.623869,0.035765,0.32364,0.077523,0.186941
1651,0.428602,0.066569,0.175469,0.051917,0.134647
1652,0.526082,0.066779,0.171021,0.089527,0.198755
1653,0.524365,0.072649,0.256535,0.059538,0.135643
1654,0.60686,0.046702,0.30962,0.080336,0.170202
1655,0.48268,0.08147,0.244475,0.037559,0.119176
1656,0.615109,0.061082,0.285344,0.08411,0.184573
1657,0.530091,0.082716,0.240096,0.08855,0.118729
1658,0.490912,0.04037,0.170475,0.079147,0.20092
1659,0.466157,0.067567,0.23596,0.037458,0.125172
1660,0.500768,0.043893,0.204295,0.078157,0.174423
1661,0.401575,0.073474,0.19098,0.031855,0.105266
1662,0.519857,0.064857,0.179558,0.07772,0.197722
1663,0.565329,0.073601,0.269496,0.077605,0.144627
1664,0.558389,0.041923,0.235496,0.07835,0.20262
1665,0.639009,0.070853,0.359609,0.077331,0.131216
1666,0.399492,0.074623,0.1205,0.0563,0.148069
1667,0.329795,0.041496,0.1089,0.02062,0.158779
1668,0.639813,0.050013,0.304707,0.07934,0.205753
1669,0.392313,0.062698,0.173842,0.03282,0.122953
1670,0.480374,0.04417,0.185648,0.05641,0.194146
1671,0.660608,0.035018,0.406078,0.074309,0.145203
1672,0.516546,0.050335,0.186061,0.078333,0.201817
1673,0.48212,0.039244,0.245312,0.059718,0.137846
1674,0.485168,0.062879,0.150152,0.06554,0.206597
1675,0.569485,0.079687,0.291788,0.078842,0.119168
1676,0.651208,0.053337,0.30381,0.11047,0.183591
1677,0.709047,0.078961,0.40797,0.076939,0.145177
1678,0.422217,0.04621,0.159425,0.054687,0.161895
1679,0.575512,0.03528,0.315136,0.06692,0.158176
1680,0.727877,0.052847,0.413214,0.078143,0.183673
1681,0.470377,0.07026,0.185671,0.086859,0.127587
1682,0.689292,0.037729,0.3322,0.08234,0.237023
1683,0.734668,0.047603,0.385264,0.073463,0.228338
1684,0.60436,0.046946,0.273033,0.087626,0.196755
1685,0.513598,0.067059,0.215811,0.093392,0.137336
1686,0.627194,0.065446,0.292365,0.078426,0.190957
1687,0.623549,0.068483,0.356882,0.076706,0.121478
1688,0.5824,0.040549,0.261944,0.076953,0.202954
1689,0.463646,0.071471,0.236819,0.039935,0.115421
1690,0.725723,0.047393,0.39163,0.078797,0.207903
1691,0.547691,0.05634,0.246033,0.059852,0.185466
1692,0.497186,0.06185,0.170841,0.080896,0.183599
1693,0.437769,0.055873,0.197184,0.0331,0.151612
1694,0.927127,0.0777,0.500903,0.07869,0.269834
1695,0.478166,0.043603,0.19559,0.059028,0.179945
1696,0.559785,0.056386,0.189002,0.07887,0.235527
1697,0.586337,0.057899,0.260506,0.074795,0.193137
1698,0.423808,0.054306,0.137993,0.055703,0.175806
1699,0.424363,0.070105,0.180614,0.052218,0.121426
1700,0.472349,0.032923,0.177854,0.078964,0.182608
1701,0.542588,0.087888,0.253499,0.07567,0.125531
1702,0.587009,0.070648,0.2465,0.07857,0.191291
1703,0.484686,0.042759,0.20057,0.076736,0.164621
1704,0.388497,0.069853,0.139977,0.055077,0.12359
1705,0.434908,0.074852,0.203087,0.032533,0.124436
1706,0.631543,0.052157,0.330213,0.077687,0.171486
1707,0.594886,0.067336,0.305218,0.077797,0.144535
1708,0.457806,0.069817,0.139101,0.078497,0.170391
1709,0.515908,0.072066,0.240281,0.074114,0.129447
1710,0.403832,0.039443,0.094246,0.08616,0.183983
1711,0.436,0.059238,0.202227,0.047402,0.127133
1712,0.481711,0.039823,0.165937,0.079183,0.196768
1713,0.437088,0.084914,0.210951,0.032794,0.108429
1714,0.560792,0.03946,0.251854,0.078153,0.191325
1715,0.638109,0.075741,0.342813,0.079268,0.140287
1716,0.561433,0.04359,0.260943,0.077473,0.179427
1717,0.661114,0.035103,0.395021,0.077013,0.153977
1718,0.521235,0.03216,0.2039,0.07875,0.206425
1719,0.4564,0.04333,0.226604,0.059765,0.126701
1720,0.49499,0.059165,0.171578,0.089236,0.175011
1721,0.402877,0.042896,0.182854,0.031641,0.145486
1722,0.667536,0.048526,0.23881,0.089204,0.290996
1723,0.501892,0.057546,0.214968,0.059028,0.17035
1724,0.516152,0.08646,0.199626,0.079863,0.150203
1725,0.407083,0.06754,0.138333,0.0684,0.13281
1726,0.606157,0.057225,0.238534,0.07821,0.232188
1727,0.403278,0.034887,0.16905,0.065235,0.134106
1728,0.504858,0.04458,0.215132,0.077973,0.167173
1729,0.456633,0.072233,0.2081,0.059031,0.117269
1730,0.446595,0.04452,0.161313,0.079573,0.161189
1731,0.556629,0.081729,0.295607,0.059055,0.120238
1732,0.569203,0.05374,0.239611,0.086477,0.189375
1733,0.459608,0.037333,0.195219,0.059277,0.167779
1734,0.472264,0.050817,0.160529,0.087996,0.172922
1735,0.701155,0.084522,0.409394,0.076022,0.131217
1736,0.518616,0.076467,0.191428,0.079144,0.171577
1737,0.543478,0.081647,0.2921,0.059251,0.11048
1738,0.439708,0.048484,0.189776,0.055013,0.146435
1739,0.458634,0.069579,0.194576,0.051741,0.142738
1740,0.525855,0.034287,0.224916,0.08275,0.183902
1741,0.360208,0.080332,0.13769,0.032421,0.109765
1742,0.721448,0.05562,0.380427,0.077613,0.207788
1743,0.530238,0.064205,0.272506,0.075448,0.118079
1744,0.497288,0.032587,0.246148,0.08236,0.136193
1745,0.586806,0.057574,0.27188,0.077744,0.179608
1746,0.591915,0.069259,0.238778,0.09643,0.187448
1747,0.445109,0.043569,0.240409,0.03264,0.128491
1748,0.469795,0.046417,0.174329,0.07887,0.170179
1749,0.36488,0.057331,0.147061,0.032978,0.12751
1750,0.710289,0.038105,0.378913,0.077264,0.216007
1751,0.441131,0.071598,0.219261,0.032647,0.117625
1752,0.610128,0.073363,0.300862,0.054673,0.18123
1753,0.413323,0.030641,0.145999,0.093316,0.143367
1754,0.468533,0.056356,0.159813,0.077237,0.175127
1755,0.504324,0.052362,0.237868,0.04581,0.168284
1756,0.555915,0.07435,0.186115,0.091996,0.203454
1757,0.952072,0.063061,0.655617,0.07895,0.154444
1758,0.465249,0.055152,0.169516,0.059267,0.181314
1759,0.478428,0.038334,0.258755,0.049222,0.132117
1760,0.471077,0.039743,0.174795,0.07661,0.179929
1761,0.557012,0.046035,0.33632,0.059553,0.115104
1762,0.437394,0.051963,0.122623,0.087703,0.175105
1763,0.519874,0.039234,0.256159,0.079117,0.145364
1764,0.472632,0.083617,0.146256,0.079086,0.163673
1765,0.793876,0.03413,0.516156,0.073877,0.169713
1766,0.509554,0.067436,0.243032,0.056276,0.14281
1767,0.690795,0.064012,0.416603,0.076509,0.133671
1768,0.816477,0.043536,0.410941,0.09469,0.26731
1769,0.76403,0.049775,0.427355,0.090874,0.196026
1770,0.482475,0.055938,0.15393,0.078113,0.194494
1771,0.684396,0.055976,0.385298,0.068915,0.174207
1772,0.597977,0.053735,0.22691,0.09184,0.225492
1773,0.52128,0.04707,0.229676,0.061591,0.182943
1774,0.632522,0.066976,0.306013,0.078033,0.1815
1775,0.478037,0.056947,0.205811,0.076287,0.138992
1776,0.563754,0.04511,0.255271,0.07958,0.183793
1777,0.566112,0.092922,0.281447,0.060744,0.130999
1778,0.665416,0.07396,0.335542,0.078836,0.177078
1779,0.486254,0.080994,0.200394,0.076998,0.127868
1780,0.46352,0.077002,0.147231,0.05656,0.182727
