Target device: xilinx_u50_gen3x16_xdma_base_5-0
timestamp,12v_aux_curr,12v_aux_vol,12v_pex_curr,12v_pex_vol,vccint_curr,vccint_vol,3v3_pex_curr,3v3_pex_vol,cage_temp0,cage_temp1,cage_temp2,cage_temp3,dimm_temp0,dimm_temp1,dimm_temp2,dimm_temp3,fan_temp,fpga_temp,hbm_temp,se98_temp0,se98_temp1,se98_temp2,vccint_temp,fan_rpm
10219.9,0,0,1424,12012,6800,849,565,3347,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
10264.4,0,0,1424,12012,6800,849,565,3347,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
10309,0,0,1424,12012,6800,849,565,3347,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
10353.5,0,0,1424,12012,6800,849,565,3347,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
10397.8,0,0,1424,12012,6800,849,565,3347,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
10443.5,0,0,1424,12012,6800,849,565,3347,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
10487.8,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
10534.1,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
10578.8,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
10623.2,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
10667.7,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
10712.3,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
10756.6,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
10801.2,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
10845.8,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
10890.3,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
10934.9,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
10979.5,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11024.2,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11068.9,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11113.3,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11157.6,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11202,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11246.9,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11291.3,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11336,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11380.4,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11425.2,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11471.3,0,0,1425,12012,6900,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11516.1,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11562.4,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11607.3,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11652,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11696.6,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11741,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11785.5,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11829.9,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11874.8,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11919.4,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
11964,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12008.4,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12053,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12097.6,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12142,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12186.5,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12231.2,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12275.8,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12320.3,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12365.3,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12409.8,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12454.6,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12500.5,0,0,1424,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12545.7,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12591.6,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12636.4,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12680.9,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12725.5,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12770.4,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12815.2,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12859.5,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12904,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12948.5,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
12993.4,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13038,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13082.4,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13127.3,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13171.7,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13216.4,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13261.2,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13305.6,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13350.1,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13394.4,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13438.8,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13483.7,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13529.7,0,0,1425,12012,7000,849,567,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
13574.2,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
13620.1,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
13664.8,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
13709.3,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
13753.9,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
13798.5,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
13843.2,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
13887.9,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
13932.4,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
13976.7,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14021.2,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14065.5,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14110.1,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14154.6,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14199.4,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14244.1,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14288.5,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14332.8,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14377.2,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14421.7,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14466.6,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14511.3,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14557.7,0,0,1425,12012,6900,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
14602.1,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
14647.8,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
14692.2,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
14736.5,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
14781.3,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
14825.7,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
14870.1,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
14914.8,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
14959.4,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15004,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15048.3,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15093.2,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15137.9,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15182.4,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15226.9,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15271.3,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15315.8,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15360.5,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15405.1,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15449.5,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15494.4,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15538.8,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15584.8,0,0,1424,12012,7000,849,567,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15629.6,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15675.7,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15720.1,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15764.8,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15809.4,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15853.7,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15898.3,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15943.1,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
15987.5,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16032.3,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16076.6,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16121,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16165.4,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16209.9,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16254.8,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16299.4,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16343.8,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16388.5,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16433.1,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16477.5,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16522.4,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16566.7,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16612.7,0,0,1425,12012,6900,849,568,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16657,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16703,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16747.7,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16792.3,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16836.8,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16881.2,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16925.5,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
16969.9,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17014.8,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17059.4,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17103.8,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17148.1,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17192.6,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17237,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17281.9,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17326.3,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17370.9,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17415.2,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17460.1,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17504.8,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17549.7,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17594.4,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17640.3,0,0,1425,12012,7000,850,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
17685.1,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
17731,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
17775.4,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
17819.9,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
17864.4,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
17908.8,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
17953.6,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
17998,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18042.7,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18087.2,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18132,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18176.4,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18221.2,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18265.6,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18310.1,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18354.6,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18399.4,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18444,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18488.8,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18533.2,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18577.9,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18622.3,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18668,0,0,1425,12012,6900,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
18712.3,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
18758.2,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
18802.6,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
18847,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
18891.7,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
18936.2,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
18980.7,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19025,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19070.1,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19114.8,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19159.3,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19204.1,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19248.6,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19293.2,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19337.5,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19381.8,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19426.3,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19470.9,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19515.6,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19560.6,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19605.3,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19649.9,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19695.7,0,0,1424,12012,7000,849,568,3345,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
19740.2,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
19786.3,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
19830.7,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
19875.1,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
19920,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
19964.7,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20009.4,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20053.8,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20098.4,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20143,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20187.7,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20232.3,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20277.4,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20322,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20366.4,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20410.7,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20455.6,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20500.2,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20544.6,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20589.4,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20634.7,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20677.6,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20721.8,0,0,1424,12013,7000,849,565,3345,0,0,0,0,0,0,0,0,0,54,49,40,41,0,50,0,
20764.8,0,0,1425,12012,6900,849,569,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
20809.4,0,0,1425,12012,6900,849,569,3347,0,0,0,0,0,0,0,0,0,54,49,39,41,0,50,0,
