backend,compute_mean_ms,transfer_mean_ms,e2e_mean_ms
cpu_eager,1.3069697524414063,0.0,1.3069697524414063
cpu_compile,1.7833059418945312,0.0,1.7833059418945312
gpu_eager,1.593222426072316,0.06965509376186674,1.6628775198341827
gpu_compile,1.5575228219986457,0.0728328594532286,1.6303556814518743
