backend,count,compute_mean_ms,compute_p50_ms,compute_p99_ms,transfer_mean_ms,e2e_mean_ms,e2e_p50_ms,e2e_p99_ms,graph_mean_ms,forward_mean_ms
cpu_eager,4096,1.3069697524414063,1.2761040000000001,1.7142955500000006,0.0,1.3069697524414063,1.2761040000000001,1.7142955500000006,0.11670643383789063,1.1134298803710938
cpu_compile,4096,1.7833059418945312,0.7791769999999999,1.0989460000000004,0.0,1.7833059418945312,0.7791769999999999,1.0989460000000004,0.10808439404296875,1.5949603471679688
gpu_eager,4096,1.593222426072316,1.586304023861885,1.743713587895038,0.06965509376186674,1.6628775198341827,1.6558560002595186,1.826894410327077,0.2814861650040257,1.2081431457481813
gpu_compile,4096,1.5575228219986457,0.9748480319976807,1.0072816032916307,0.0728328594532286,1.6303556814518743,1.0477440170943737,1.0812496173195543,0.2827869379725598,1.168697525994503
