backend,batch_size,batches,graphs,compute_mean_ms_per_graph,compute_p50_ms_per_graph,compute_p99_ms_per_graph,transfer_mean_ms_per_graph,e2e_mean_ms_per_graph,e2e_p50_ms_per_graph,e2e_p99_ms_per_graph,graph_mean_ms_per_graph,forward_mean_ms_per_graph,throughput_mean_graphs_per_s,throughput_p50_graphs_per_s,throughput_p99_graphs_per_s,nodes_per_s_mean
cpu_compile,1,4096,4096,1.2309170561523437,0.94989,1.2497468,0.0,1.2309170561523437,0.94989,1.2497468,0.12017743627929688,0.9892931804199219,1055.866375284623,1052.7534926900803,1231.109774692998,38966.27347127276
cpu_compile,2,2048,4096,0.5633269499511718,0.550022,0.7244987649999998,0.0,0.5633269499511718,0.550022,0.7244987649999998,0.09174492016601563,0.40447327880859374,1792.8917255221338,1818.1090940719794,2172.218197423541,66788.22232149457
cpu_compile,4,1024,4096,0.3370153068847656,0.324311375,0.4505950824999999,0.0,0.3370153068847656,0.324311375,0.4505950824999999,0.06724466479492187,0.23515343872070313,3010.6143134616,3083.4564484603225,3665.808169483883,112406.37295884715
cpu_compile,8,512,4096,0.22190696826171874,0.198773375,0.658775311249999,0.0,0.22190696826171874,0.198773375,0.658775311249999,0.0527192919921875,0.13488518627929688,4964.240593137035,5030.85488712782,6578.625252499956,186728.32738906133
cpu_compile,16,256,4096,0.41282350537109375,0.230620875,1.8515183062499998,0.0,0.41282350537109375,0.230620875,1.8515183062499998,0.03623958642578125,0.1717459655761719,3644.4709280843317,4336.122165585564,5523.932778760964,138365.50806340342
cpu_compile,64,64,4096,0.10503400561523438,0.102329484375,0.16345754859374997,0.0,0.10503400561523438,0.102329484375,0.16345754859374997,0.03531383935546875,0.0520268828125,9685.601845916679,9772.513316936376,12018.622235498795,368122.5789553594
cpu_eager,1,4096,4096,1.329537932373047,1.2970065000000002,1.8368560999999999,0.0,1.329537932373047,1.2970065000000002,1.8368560999999999,0.11098003271484375,1.11175241015625,759.6906894606494,771.0061595815599,857.0018725949507,28015.75214421976
cpu_eager,2,2048,4096,0.7426745832519531,0.718112,0.96528389,0.0,0.7426745832519531,0.718112,0.96528389,0.08310428369140625,0.601450703125,1361.7734580191789,1392.540458202022,1607.3281977190964,50612.35950055587
cpu_eager,4,1024,4096,0.4335540869140625,0.433836125,0.53602757,0.0,0.4335540869140625,0.433836125,0.53602757,0.06220769018554687,0.34144610766601563,2326.2415367190356,2305.017876064704,2853.648421179356,87182.54528187991
cpu_eager,8,512,4096,0.2997045817871094,0.2936089375,0.43269624374999993,0.0,0.2997045817871094,0.2936089375,0.43269624374999993,0.0571293212890625,0.2183942043457031,3397.8349021588056,3405.8908718262664,4345.81196356627,128134.0132833088
cpu_eager,16,256,4096,0.2764514311523438,0.25810703125,0.5172786468749998,0.0,0.2764514311523438,0.25810703125,0.5172786468749998,0.039682588623046876,0.1658996936035156,3742.7357250456316,3874.36172945799,4545.185872104252,141559.18498868647
cpu_eager,64,64,4096,0.157910734375,0.1636322890625,0.19343247515625,0.0,0.157910734375,0.1636322890625,0.19343247515625,0.03676941162109375,0.1071506103515625,6521.554108926331,6111.263356385349,9746.340811618158,246701.71079621822
gpu_compile,1,4096,4096,1.601499251963105,1.3424639999866486,1.3905951797962188,0.08862595315531507,1.6901252051184201,1.4311040006577969,1.480390452221036,0.3542381249353639,0.9605277984082932,698.1937431390671,698.7612357594955,710.1490004153346,26596.90939905942
gpu_compile,2,2048,4096,0.6800963845380466,0.6798559948801994,0.6968998408317566,0.04458020313086308,0.7246765876689096,0.724504018202424,0.7422555254399776,0.18857792213384528,0.3506362664338667,1379.982813089222,1380.2545948644388,1396.728863214336,52572.35129165349
gpu_compile,4,1024,4096,0.3401721489863121,0.3397120013833046,0.3493404764682055,0.022500437469716417,0.3626725864560285,0.3623360018245876,0.371771839922294,0.09401625792088453,0.17560174236132298,2757.5675843380172,2759.8692786926413,2791.8281466295357,105034.64069421035
gpu_compile,8,512,4096,0.171793797002465,0.17126399651169777,0.1753835977613926,0.011737554681531037,0.18353135168399604,0.18301199981942773,0.18727031669113786,0.04721120317117311,0.08908603130839765,5450.768620541989,5464.1225765887975,5539.826058009374,207643.49510818743
gpu_compile,16,256,4096,0.08633226572419517,0.08645600080490112,0.0878644992597401,0.0060947578167542815,0.09242702354094945,0.09254399966448545,0.09389680047752336,0.023652554707950912,0.04489477344031911,10820.164861620384,10805.670860267826,11017.814757910106,412452.95233735366
gpu_compile,64,64,4096,0.023129328146751504,0.023183500161394477,0.02345089483074844,0.0019863437410094775,0.025115671887760982,0.025173250440275297,0.02553399463999085,0.0059402968545327894,0.01259148441022262,39824.13452596607,39724.70727235678,42392.95847169703,1517744.5607384918
