backend,batch_size,compute_mean_ms_per_graph,transfer_mean_ms_per_graph,e2e_mean_ms_per_graph,throughput_mean_graphs_per_s
cpu_compile,1,1.0275206369628906,0.0,1.0275206369628906,1107.1437192085689
cpu_compile,2,0.48798452087402344,0.0,0.48798452087402344,2071.188718991286
cpu_compile,4,0.2937794805908203,0.0,0.2937794805908203,3453.8748233131614
cpu_compile,8,0.21004205810546875,0.0,0.21004205810546875,4934.195742175087
cpu_compile,16,0.27766754187011716,0.0,0.27766754187011716,3953.84452881463
cpu_compile,64,0.09169678918457032,0.0,0.09169678918457032,11125.642788929144
cpu_eager,1,1.51652930078125,0.0,1.51652930078125,665.8960414294528
cpu_eager,2,0.9223622218017579,0.0,0.9223622218017579,1096.6285347171577
cpu_eager,4,0.5724341435546875,0.0,0.5724341435546875,1783.2230475867061
cpu_eager,8,1.8585469600830078,0.0,1.8585469600830078,2394.149080831822
cpu_eager,16,1.345184145263672,0.0,1.345184145263672,2622.829366870201
cpu_eager,64,0.2110573897705078,0.0,0.2110573897705078,5487.13766810686
gpu_compile,1,1.2322048374080623,0.07615606249760276,1.308360899905665,842.6659766956756
gpu_compile,2,0.5608645664378855,0.03805456642066929,0.5989191328585548,1669.7373461923887
gpu_compile,4,0.2806925000695628,0.019248605468419555,0.29994110553798237,3334.2552716663663
gpu_compile,8,0.1416264257986768,0.010107609375609172,0.15173403517428596,6591.025749978351
gpu_compile,16,0.07131703909362841,0.005296406255183683,0.07661344534881209,13053.873390312585
gpu_compile,64,0.019260988219684805,0.00190969922050499,0.021170687440189795,47257.72780948607
gpu_eager,1,1.682205616545616,0.07009765239217813,1.7523032689377942,570.7434277742409
gpu_eager,2,0.849042892052239,0.035511668007984554,0.8845545600602236,1130.936109000857
gpu_eager,4,0.42718903597051394,0.01809542969499489,0.44528446566550883,2246.6842151363085
gpu_eager,8,0.21774573380025686,0.009860906260200863,0.22760664006045772,4398.673832851019
gpu_eager,16,0.11208406597143039,0.005395351566676254,0.11747941753810665,8517.555363534842
gpu_eager,64,0.03140359755343525,0.0016349257821275387,0.033038523335562786,30304.24700846741
