Iteration,Total_Wall_ms,HW_Write_ms,HW_Compute_ms,HW_Read_ms,SW_Overhead_ms
69,0.57069,0.071789,0.30306,0.05512,0.140721
70,0.512199,0.056055,0.213506,0.0405,0.202138
71,0.581318,0.044788,0.282766,0.066996,0.186768
72,0.518207,0.091277,0.201333,0.04774,0.177857
73,0.624858,0.043683,0.293268,0.083857,0.20405
74,0.51685,0.051554,0.216572,0.058153,0.190571
75,0.63799,0.085334,0.235516,0.0795,0.23764
76,0.477403,0.083688,0.161786,0.043978,0.187951
77,0.560579,0.0426,0.2757,0.060712,0.181567
78,0.596497,0.099675,0.221685,0.04022,0.234917
79,0.616283,0.076638,0.278765,0.08088,0.18
80,0.49595,0.046612,0.202978,0.06122,0.18514
81,0.681422,0.092766,0.317167,0.06437,0.207119
82,0.566303,0.075503,0.238783,0.058984,0.193033
83,0.632249,0.078235,0.310748,0.062526,0.18074
84,0.538651,0.07696,0.206158,0.040712,0.214821
85,0.719007,0.07231,0.326085,0.08059,0.240022
86,0.593036,0.088492,0.23068,0.040004,0.23386
87,0.56922,0.0672,0.27884,0.035426,0.187754
88,0.572525,0.10249,0.20397,0.043966,0.222099
89,0.762211,0.080686,0.378503,0.090262,0.21276
90,0.578009,0.058956,0.215167,0.06171,0.242176
91,0.657048,0.083837,0.2824,0.062702,0.228109
92,0.55719,0.07481,0.205582,0.080859,0.195939
93,0.663137,0.03951,0.29597,0.062619,0.265038
94,0.53738,0.043932,0.220144,0.04876,0.224544
95,0.549129,0.046232,0.274859,0.03619,0.191848
96,0.542638,0.044564,0.239192,0.040806,0.218076
97,0.595939,0.04363,0.297081,0.056824,0.198404
98,0.375669,0.046965,0.17401,0.026752,0.127942
99,0.665041,0.095546,0.310082,0.061086,0.198327
100,0.425766,0.08644,0.157516,0.039534,0.142276
101,0.629229,0.050381,0.314618,0.06138,0.20285
102,0.507104,0.093252,0.173467,0.049286,0.191099
103,0.628986,0.043558,0.326379,0.037332,0.221717
104,0.318694,0.04177,0.156468,0.024942,0.095514
105,0.604685,0.080278,0.304152,0.060154,0.160101
106,0.539563,0.048478,0.234052,0.04074,0.216293
107,0.579862,0.04264,0.277377,0.054227,0.205618
108,0.35827,0.046388,0.158046,0.023632,0.130204
109,0.590013,0.045904,0.289465,0.05419,0.200454
110,0.370632,0.046378,0.175468,0.02763,0.121156
111,0.605472,0.044188,0.283045,0.061298,0.216941
112,0.530317,0.107273,0.169226,0.041735,0.212083
113,0.622356,0.075505,0.296217,0.036516,0.214118
114,0.439598,0.057712,0.180482,0.045087,0.156317
115,0.5858,0.04334,0.280592,0.05507,0.206798
116,0.382359,0.065065,0.201098,0.024328,0.091868
117,0.518706,0.045944,0.254108,0.036488,0.182166
118,0.358017,0.042491,0.172052,0.022113,0.121361
119,0.551535,0.046296,0.235553,0.06681,0.202876
120,0.347056,0.04613,0.155834,0.021073,0.124019
121,0.578627,0.04306,0.251276,0.054117,0.230174
122,0.427832,0.052213,0.171886,0.029297,0.174436
123,0.505257,0.038597,0.240295,0.036272,0.190093
124,0.410083,0.04315,0.198734,0.039104,0.129095
125,0.538715,0.04324,0.303525,0.036174,0.155776
126,0.551371,0.044949,0.259738,0.05101,0.195674
127,0.562076,0.042176,0.281516,0.035414,0.20297
128,0.414855,0.04664,0.169553,0.024442,0.17422
129,0.585941,0.043695,0.291874,0.05447,0.195902
130,0.462597,0.08146,0.17374,0.039385,0.168012
131,0.6567,0.117617,0.249048,0.061245,0.22879
132,0.537344,0.075836,0.209662,0.060327,0.191519
133,0.671851,0.118017,0.30143,0.086984,0.16542
134,0.499344,0.079203,0.22648,0.043176,0.150485
135,0.527795,0.025486,0.244907,0.08083,0.176572
136,0.518052,0.08199,0.199288,0.04539,0.191384
137,0.589068,0.045235,0.289106,0.06458,0.190147
138,0.528235,0.059438,0.21896,0.040576,0.209261
139,0.610594,0.0474,0.28392,0.0809,0.198374
140,0.517737,0.114018,0.206334,0.039233,0.158152
141,0.502969,0.031876,0.274171,0.06449,0.132432
142,0.585021,0.088008,0.219793,0.040768,0.236452
143,0.571017,0.043778,0.278013,0.06554,0.183686
144,0.484041,0.068332,0.194022,0.072627,0.14906
145,0.601096,0.045018,0.3035,0.05467,0.197908
146,0.435497,0.048424,0.22267,0.024934,0.139469
147,0.519782,0.02898,0.250631,0.08941,0.150761
148,0.429379,0.05475,0.159633,0.070213,0.144783
149,0.629591,0.076791,0.306288,0.064216,0.182296
150,0.426469,0.049322,0.170001,0.070847,0.136299
151,0.58567,0.05138,0.281322,0.087156,0.165812
152,0.394162,0.04478,0.190422,0.047602,0.111358
153,0.47963,0.04738,0.254186,0.040546,0.137518
154,0.486014,0.050465,0.207878,0.040027,0.187644
155,0.574787,0.059283,0.244088,0.07825,0.193166
156,0.48748,0.064852,0.154827,0.072226,0.195575
157,0.588918,0.058703,0.297773,0.064523,0.167919
158,0.53492,0.073352,0.22275,0.039898,0.19892
159,0.529852,0.087222,0.247708,0.06478,0.130142
160,0.45528,0.056322,0.198398,0.05878,0.14178
161,0.612751,0.045162,0.299009,0.065618,0.202962
162,0.605092,0.086012,0.21343,0.075989,0.229661
163,0.644493,0.068777,0.283296,0.06279,0.22963
164,0.548398,0.098403,0.217095,0.059942,0.172958
165,0.56861,0.034829,0.296963,0.037526,0.199292
166,0.567208,0.044037,0.228473,0.040988,0.25371
167,0.596601,0.081886,0.276072,0.03669,0.201953
168,0.548319,0.046685,0.215569,0.040487,0.245578
169,0.708604,0.109367,0.368839,0.036532,0.193866
170,0.40225,0.044192,0.175064,0.037976,0.145018
171,0.654045,0.042986,0.310477,0.056534,0.244048
172,0.449824,0.090766,0.199692,0.03781,0.121556
173,0.565205,0.052066,0.31309,0.036128,0.163921
174,0.373695,0.046227,0.21487,0.033445,0.079153
175,0.572148,0.052147,0.27624,0.054264,0.189497
176,0.354837,0.048314,0.20498,0.024605,0.076938
177,0.596629,0.043782,0.288432,0.054187,0.210228
178,0.353368,0.066724,0.17734,0.023812,0.085492
179,0.532087,0.048028,0.2757,0.035454,0.172905
180,0.378955,0.06235,0.197105,0.024225,0.095275
181,0.549965,0.069747,0.279892,0.064992,0.135334
182,0.38801,0.046266,0.172678,0.03786,0.131206
183,0.535628,0.031707,0.243072,0.08307,0.177779
184,0.435799,0.04904,0.197942,0.047898,0.140919
185,0.619008,0.049524,0.289012,0.082864,0.197608
186,0.47702,0.07521,0.173973,0.061356,0.166481
187,0.54732,0.05132,0.278807,0.064603,0.15259
188,0.521518,0.044439,0.214015,0.051334,0.21173
189,0.555148,0.04627,0.25417,0.071216,0.183492
190,0.394717,0.046017,0.174153,0.046602,0.127945
191,0.578246,0.051119,0.28401,0.063362,0.179755
192,0.571941,0.109253,0.207579,0.051148,0.203961
193,0.584809,0.046758,0.29122,0.064676,0.182155
194,0.441632,0.06031,0.212214,0.038272,0.130836
195,0.58079,0.042992,0.287177,0.102284,0.148337
196,0.502973,0.08406,0.1976,0.052276,0.169037
197,0.540934,0.045528,0.260512,0.065894,0.169
198,0.394222,0.046482,0.171275,0.044825,0.13164
199,0.547201,0.05498,0.235353,0.063622,0.193246
200,0.387187,0.044054,0.158226,0.037934,0.146973
201,0.487758,0.042336,0.247753,0.03636,0.161309
202,0.30641,0.033587,0.169842,0.024374,0.078607
203,0.535852,0.04391,0.279908,0.036112,0.175922
204,0.36602,0.063212,0.197776,0.023256,0.081776
205,0.472684,0.02795,0.286027,0.036162,0.122545
206,0.296202,0.031328,0.166198,0.021747,0.076929
207,0.492332,0.06278,0.235108,0.054266,0.140178
208,0.300424,0.046352,0.163644,0.022962,0.067466
209,0.46291,0.047724,0.2512,0.037728,0.126258
210,0.376913,0.051131,0.168432,0.041049,0.116301
211,0.499415,0.039487,0.240152,0.063566,0.15621
212,0.364707,0.04768,0.156708,0.05156,0.108759
213,0.535385,0.045903,0.245702,0.088809,0.154971
214,0.410211,0.060283,0.172044,0.044846,0.133038
215,0.531242,0.06256,0.244468,0.082293,0.141921
216,0.4174,0.045778,0.152375,0.068683,0.150564
217,0.596735,0.099,0.259531,0.064264,0.17394
218,0.428487,0.040264,0.172182,0.070827,0.145214
219,0.581404,0.043199,0.281745,0.063724,0.192736
220,0.458966,0.071044,0.167145,0.037858,0.182919
221,0.614334,0.070835,0.299546,0.035775,0.208178
222,0.36006,0.043798,0.175854,0.023648,0.11676
223,0.491949,0.035853,0.231856,0.035794,0.188446
224,0.440896,0.055158,0.203677,0.022674,0.159387
225,0.607702,0.046166,0.28835,0.055483,0.217703
226,0.481935,0.056896,0.237006,0.020684,0.167349
227,0.540929,0.04299,0.27932,0.036342,0.182277
228,0.388566,0.046744,0.197105,0.020887,0.12383
229,0.514988,0.042732,0.250837,0.036175,0.185244
230,0.523174,0.04413,0.235132,0.04305,0.200862
231,0.625628,0.068495,0.284855,0.087104,0.185174
232,0.496875,0.08521,0.178851,0.043773,0.189041
233,0.614826,0.046048,0.30338,0.08146,0.183938
234,0.456932,0.061495,0.174219,0.07938,0.141838
235,0.630314,0.070961,0.255269,0.090593,0.213491
236,0.458317,0.056274,0.157621,0.058787,0.185635
237,0.659118,0.080837,0.26247,0.086139,0.229672
238,0.576169,0.07216,0.214498,0.04083,0.248681
239,0.635923,0.079041,0.293735,0.065015,0.198132
240,0.504338,0.10025,0.208312,0.038376,0.1574
241,0.611239,0.048614,0.290695,0.061837,0.210093
242,0.572193,0.108619,0.227666,0.053962,0.181946
243,0.57831,0.045507,0.275539,0.061506,0.195758
244,0.579295,0.078064,0.205622,0.07344,0.222169
245,0.560379,0.045967,0.260438,0.036612,0.217362
246,0.436751,0.043478,0.191621,0.025647,0.176005
247,0.671156,0.09985,0.281168,0.082582,0.207556
248,0.596312,0.109816,0.223948,0.040519,0.222029
249,0.669232,0.092242,0.295462,0.061636,0.219892
250,0.555381,0.076558,0.212346,0.076936,0.189541
251,0.523307,0.045845,0.273813,0.036255,0.167394
252,0.468546,0.05301,0.212178,0.050515,0.152843
253,0.52763,0.066734,0.293175,0.036225,0.131496
254,0.479541,0.04387,0.213795,0.049048,0.172828
255,0.577306,0.048328,0.279067,0.05389,0.196021
256,0.438231,0.052211,0.202023,0.036425,0.147572
257,0.493898,0.038455,0.26109,0.03613,0.158223
258,0.400826,0.070775,0.181819,0.026196,0.122036
259,0.553225,0.043718,0.234046,0.065478,0.209983
260,0.445018,0.056619,0.15686,0.0681,0.163439
261,0.589153,0.045904,0.267005,0.081846,0.194398
262,0.431961,0.04597,0.170967,0.038032,0.176992
263,0.604762,0.086619,0.234532,0.05606,0.227551
264,0.420737,0.076,0.166119,0.037641,0.140977
265,0.542007,0.028192,0.261308,0.061667,0.19084
266,0.564355,0.101718,0.223145,0.039716,0.199776
267,0.666072,0.045168,0.290423,0.081857,0.248624
268,0.53012,0.045112,0.21092,0.062867,0.211221
269,0.645702,0.074606,0.300031,0.061814,0.209251
270,0.474824,0.085234,0.215048,0.040276,0.134266
271,0.715524,0.096614,0.288915,0.078654,0.251341
272,0.596865,0.090206,0.215945,0.061409,0.229305
273,0.666133,0.081821,0.30496,0.063216,0.216136
274,0.568439,0.096254,0.212202,0.059903,0.20008
275,0.549233,0.043424,0.277379,0.037499,0.190931
276,0.418222,0.053027,0.228793,0.026209,0.110193
277,0.575836,0.056735,0.295026,0.036128,0.187947
278,0.40436,0.04721,0.216616,0.022084,0.11845
279,0.518486,0.070757,0.280018,0.036673,0.131038
280,0.36188,0.04898,0.2013,0.039554,0.072046
281,0.485028,0.05429,0.251921,0.03622,0.142597
282,0.298455,0.027034,0.168114,0.021498,0.081809
283,0.493474,0.033674,0.23046,0.084239,0.145101
284,0.436304,0.074777,0.16384,0.05984,0.137847
285,0.598354,0.072461,0.289324,0.081836,0.154733
286,0.515433,0.065364,0.233235,0.045198,0.171636
287,0.545043,0.068789,0.277606,0.064406,0.134242
288,0.44607,0.048758,0.193656,0.06216,0.141496
289,0.514378,0.039085,0.266165,0.064277,0.144851
290,0.474524,0.047414,0.211302,0.059043,0.156765
291,0.596423,0.069248,0.279602,0.08224,0.165333
292,0.450341,0.048147,0.206648,0.040142,0.155404
293,0.560977,0.05403,0.255362,0.083199,0.168386
294,0.396218,0.047714,0.17845,0.054458,0.115596
295,0.534641,0.052356,0.280892,0.06335,0.138043
296,0.454475,0.07083,0.212563,0.040322,0.13076
297,0.593975,0.052636,0.305466,0.082983,0.15289
298,0.418568,0.050717,0.170086,0.0696,0.128165
299,0.596971,0.068039,0.284443,0.071622,0.172867
300,0.463067,0.0499,0.208719,0.058903,0.145545
301,0.544675,0.085305,0.296698,0.045368,0.117304
302,0.527301,0.115656,0.17905,0.039268,0.193327
303,0.529024,0.052755,0.238152,0.061256,0.176861
304,0.520725,0.070915,0.207594,0.062667,0.179549
305,0.619451,0.076892,0.267198,0.10091,0.174451
306,0.518866,0.097637,0.184398,0.038993,0.197838
307,0.606076,0.052333,0.233238,0.086259,0.234246
308,0.62626,0.10013,0.21526,0.06043,0.25044
309,0.648732,0.069528,0.306684,0.064319,0.208201
310,0.62323,0.092046,0.220803,0.06947,0.240911
311,0.652285,0.081288,0.274466,0.077346,0.219185
312,0.545379,0.084138,0.226663,0.038166,0.196412
313,0.675424,0.08333,0.293685,0.061318,0.237091
314,0.565123,0.074286,0.215444,0.040965,0.234428
315,0.638136,0.087293,0.28787,0.0648,0.198173
316,0.555752,0.087764,0.19761,0.0648,0.205578
317,0.589672,0.067615,0.290679,0.035743,0.195635
318,0.608825,0.094563,0.220096,0.041116,0.25305
319,0.556865,0.043089,0.260746,0.035996,0.217034
320,0.537214,0.071392,0.208571,0.044754,0.212497
321,0.547213,0.043828,0.289178,0.036774,0.177433
322,0.358617,0.047427,0.171759,0.023324,0.116107
323,0.472743,0.045173,0.23317,0.03653,0.15787
324,0.370205,0.038696,0.16131,0.050088,0.120111
325,0.491246,0.06829,0.254544,0.0366,0.131812
326,0.380243,0.046207,0.171202,0.024701,0.138133
327,0.54752,0.046528,0.233031,0.055123,0.212838
328,0.372741,0.046512,0.166571,0.022302,0.137356
329,0.550902,0.044262,0.271674,0.054693,0.180273
330,0.336728,0.055173,0.174205,0.021302,0.086048
331,0.494885,0.033534,0.231792,0.063562,0.165997
332,0.446409,0.048542,0.200312,0.047166,0.150389
333,0.581662,0.046231,0.289607,0.065055,0.180769
334,0.477629,0.051272,0.208254,0.066923,0.15118
335,0.60434,0.04491,0.27958,0.081657,0.198193
336,0.44867,0.05514,0.178695,0.051562,0.163273
337,0.593882,0.047017,0.2721,0.061756,0.213009
338,0.597649,0.088847,0.230849,0.056989,0.220964
339,0.595254,0.043595,0.277712,0.061625,0.212322
340,0.49167,0.100816,0.158262,0.04832,0.184272
341,0.744764,0.082446,0.344628,0.062296,0.255394
342,0.478263,0.073441,0.1811,0.038362,0.18536
343,0.691597,0.083654,0.284891,0.077937,0.245115
344,0.567559,0.096277,0.201247,0.079595,0.19044
345,0.628323,0.068078,0.255864,0.0618,0.242581
346,0.449193,0.088414,0.171982,0.052397,0.1364
347,0.564589,0.0609,0.282441,0.036386,0.184862
348,0.379868,0.072024,0.157412,0.024616,0.125816
349,0.52976,0.050948,0.293528,0.036566,0.148718
350,0.43591,0.069198,0.222642,0.042207,0.101863
351,0.619312,0.094447,0.278966,0.082417,0.163482
352,0.477428,0.06532,0.184232,0.078245,0.149631
353,0.51625,0.054643,0.248853,0.064198,0.148556
354,0.415223,0.067937,0.177278,0.060387,0.109621
355,0.596429,0.068951,0.273682,0.08233,0.171466
356,0.50286,0.053344,0.218046,0.070674,0.160796
357,0.641519,0.0626,0.300042,0.083926,0.194951
358,0.500071,0.070346,0.184217,0.074066,0.171442
359,0.573528,0.079144,0.281508,0.066068,0.146808
360,0.405888,0.067483,0.196032,0.038666,0.103707
361,0.554854,0.070131,0.252275,0.062457,0.169991
362,0.473629,0.090513,0.169899,0.061677,0.15154
363,0.531715,0.069951,0.250254,0.06496,0.14655
364,0.485383,0.070147,0.206977,0.070253,0.138006
365,0.505507,0.068876,0.251477,0.064626,0.120528
366,0.401862,0.031613,0.168743,0.058246,0.14326
367,0.461003,0.032752,0.227343,0.064216,0.136692
368,0.38785,0.026125,0.198859,0.059456,0.10341
369,0.556651,0.067166,0.289689,0.068898,0.130898
370,0.508109,0.069212,0.230172,0.067773,0.140952
371,0.543237,0.073655,0.232541,0.08235,0.154691
372,0.476989,0.047361,0.190926,0.065109,0.173593
373,0.570922,0.073906,0.257298,0.061568,0.17815
374,0.455733,0.091136,0.18947,0.039274,0.135853
375,0.645074,0.08238,0.297019,0.097944,0.167731
376,0.487846,0.070929,0.21859,0.039917,0.15841
377,0.609521,0.076202,0.305779,0.062558,0.164982
378,0.541212,0.11725,0.225568,0.04578,0.152614
379,0.459,0.04665,0.249387,0.053698,0.109265
380,0.467754,0.052448,0.201104,0.05034,0.163862
381,0.506126,0.06985,0.293684,0.049756,0.092836
382,0.436504,0.059678,0.174442,0.070576,0.131808
383,0.445882,0.062877,0.240438,0.048523,0.094044
384,0.392305,0.03883,0.195935,0.05929,0.09825
385,0.454597,0.043557,0.284326,0.048358,0.078356
386,0.355448,0.040132,0.175294,0.038115,0.101907
387,0.455105,0.068148,0.250161,0.058398,0.078398
388,0.438399,0.05567,0.173484,0.068387,0.140858
389,0.428966,0.070126,0.249648,0.020127,0.089065
390,0.418637,0.025634,0.208703,0.040721,0.143579
391,0.353515,0.02579,0.230731,0.019232,0.077762
392,0.355367,0.032092,0.154066,0.046388,0.122821
393,0.415656,0.069496,0.249453,0.020111,0.076596
394,0.382459,0.049234,0.171148,0.052295,0.109782
395,0.43699,0.052693,0.237683,0.053876,0.092738
396,0.364639,0.054818,0.150936,0.040253,0.118632
397,0.448012,0.045514,0.252777,0.070745,0.078976
398,0.419333,0.071245,0.184347,0.040078,0.123663
399,0.40606,0.026454,0.242952,0.048704,0.08795
400,0.355424,0.034395,0.150626,0.040831,0.129572
401,0.37553,0.022896,0.25242,0.020055,0.080159
402,0.343905,0.05526,0.172714,0.0236,0.092331
403,0.414815,0.070108,0.233768,0.019002,0.091937
404,0.374984,0.05393,0.15889,0.051662,0.110502
405,0.451921,0.052015,0.255493,0.048636,0.095777
406,0.372964,0.029065,0.16694,0.06358,0.113379
407,0.402313,0.030361,0.228114,0.049014,0.094824
408,0.328009,0.027408,0.150904,0.037948,0.111749
409,0.438772,0.056198,0.253258,0.030198,0.099118
410,0.345986,0.069958,0.173093,0.023162,0.079773
411,0.402124,0.068338,0.236436,0.019386,0.077964
412,0.388485,0.054882,0.171616,0.05154,0.110447
413,0.415372,0.051456,0.251168,0.019422,0.093326
414,0.306313,0.025807,0.168644,0.02593,0.085932
415,0.386087,0.032214,0.225804,0.048452,0.079617
416,0.343152,0.024983,0.14989,0.059594,0.108685
417,0.378547,0.03054,0.245705,0.018715,0.083587
418,0.32024,0.02564,0.164237,0.026306,0.104057
419,0.44588,0.054752,0.245615,0.053818,0.091695
420,0.407716,0.069485,0.168753,0.04725,0.122228
421,0.407803,0.025685,0.255079,0.04805,0.078989
422,0.329184,0.030988,0.165568,0.037574,0.095054
423,0.398546,0.02975,0.227919,0.048118,0.092759
424,0.349387,0.028878,0.150353,0.059323,0.110833
425,0.399245,0.040224,0.244409,0.019363,0.095249
426,0.350111,0.069438,0.173316,0.025236,0.082121
427,0.40241,0.071384,0.236273,0.01882,0.075933
428,0.287122,0.025737,0.151718,0.023942,0.085725
429,0.360097,0.028862,0.241378,0.019395,0.070462
430,0.292624,0.021626,0.165574,0.022173,0.083251
431,0.363804,0.029408,0.226468,0.019088,0.08884
432,0.287976,0.02755,0.149648,0.021628,0.08915
433,0.394129,0.042208,0.244994,0.019598,0.087329
434,0.291238,0.022773,0.165247,0.021883,0.081335
435,0.359815,0.029202,0.230218,0.018972,0.081423
436,0.280861,0.02795,0.149777,0.021197,0.081937
437,0.370355,0.029652,0.241442,0.019322,0.079939
438,0.28818,0.02261,0.164882,0.021151,0.079537
439,0.358393,0.028166,0.227687,0.017986,0.084554
440,0.284399,0.025278,0.150864,0.021133,0.087124
441,0.374028,0.029018,0.24254,0.019293,0.083177
442,0.31115,0.025111,0.16637,0.021936,0.097733
443,0.409944,0.046186,0.232069,0.048598,0.083091
444,0.440184,0.05404,0.168494,0.061423,0.156227
445,0.432535,0.027956,0.259739,0.052825,0.092015
446,0.470575,0.053763,0.186528,0.07541,0.154874
447,0.434671,0.07097,0.235406,0.05377,0.074525
448,0.443939,0.068022,0.169464,0.068676,0.137777
449,0.430958,0.070247,0.26413,0.020375,0.076206
450,0.32944,0.026521,0.166536,0.038034,0.098349
451,0.403827,0.031004,0.22806,0.04887,0.095893
452,0.35087,0.029138,0.153126,0.059297,0.109309
453,0.43767,0.064503,0.25316,0.028783,0.091224
454,0.34618,0.069605,0.172695,0.025373,0.078507
455,0.372343,0.026478,0.228991,0.019246,0.097628
456,0.328099,0.0527,0.16147,0.021148,0.092781
457,0.37399,0.02708,0.243092,0.019325,0.084493
458,0.373052,0.033295,0.166227,0.044816,0.128714
459,0.364311,0.026884,0.227126,0.019362,0.090939
460,0.288339,0.029075,0.151626,0.0231,0.084538
461,0.422645,0.069834,0.249122,0.018668,0.085021
462,0.351687,0.067803,0.177609,0.023294,0.082981
463,0.361356,0.027794,0.229169,0.019336,0.085057
464,0.273579,0.028378,0.150444,0.02177,0.072987
465,0.373741,0.027498,0.243377,0.0179,0.084966
466,0.311221,0.029345,0.165996,0.02234,0.09354
467,0.37197,0.027694,0.225695,0.01897,0.099611
468,0.274883,0.025782,0.150031,0.02175,0.07732
469,0.377137,0.026352,0.242127,0.019041,0.089617
470,0.29755,0.028258,0.167213,0.021124,0.080955
471,0.355597,0.025953,0.228376,0.019798,0.08147
472,0.2873,0.030704,0.150482,0.02119,0.084924
473,0.372024,0.02816,0.241987,0.019459,0.082418
474,0.295096,0.025773,0.165135,0.021528,0.08266
475,0.368771,0.029052,0.228295,0.019293,0.092131
476,0.28655,0.02951,0.149765,0.023278,0.083997
477,0.36327,0.02319,0.242164,0.019305,0.078611
478,0.298156,0.02819,0.16533,0.02179,0.082846
479,0.35962,0.027247,0.228812,0.018875,0.084686
480,0.280877,0.025314,0.152258,0.021398,0.081907
481,0.36424,0.024346,0.242713,0.019117,0.078064
482,0.298972,0.027501,0.166343,0.021472,0.083656
483,0.369943,0.027853,0.23079,0.020136,0.091164
484,0.282388,0.02753,0.152915,0.02152,0.080423
485,0.363292,0.025862,0.242806,0.019543,0.075081
486,0.302338,0.027002,0.165512,0.021228,0.088596
487,0.369524,0.0292,0.230434,0.01889,0.091
488,0.280054,0.02582,0.152361,0.0216,0.080273
489,0.372525,0.028007,0.243023,0.019113,0.082382
490,0.300755,0.025173,0.165283,0.0248,0.085499
491,0.355333,0.028455,0.225551,0.025082,0.076245
492,0.283157,0.025388,0.15251,0.021972,0.083287
493,0.37413,0.030028,0.24345,0.01822,0.082432
494,0.299222,0.027138,0.165797,0.021933,0.084354
495,0.447131,0.05307,0.249465,0.053442,0.091154
496,0.441297,0.071067,0.169036,0.061157,0.140037
497,0.367634,0.02479,0.243852,0.019102,0.07989
498,0.310267,0.035516,0.167622,0.025647,0.081482
499,0.437162,0.06836,0.24485,0.047795,0.076157
500,0.314299,0.025735,0.150831,0.039042,0.098691
501,0.420404,0.034354,0.245358,0.049156,0.091536
502,0.377086,0.070684,0.175015,0.038268,0.093119
503,0.400877,0.034702,0.22964,0.047962,0.088573
504,0.351719,0.03245,0.149873,0.04444,0.124956
505,0.404599,0.022588,0.25441,0.048817,0.078784
506,0.344044,0.030344,0.16603,0.038288,0.109382
507,0.409868,0.069199,0.233575,0.018848,0.088246
508,0.337524,0.069484,0.162066,0.023424,0.08255
509,0.405735,0.051116,0.260842,0.021606,0.072171
510,0.355483,0.053303,0.176763,0.024829,0.100588
511,0.376076,0.026193,0.228525,0.019456,0.101902
512,0.336149,0.033734,0.15037,0.022588,0.129457
513,0.376921,0.027683,0.241724,0.01872,0.088794
