backend,compute_mean_ms,transfer_mean_ms,e2e_mean_ms
cpu_eager,1.4150095634765625,0.0,1.4150095634765625
cpu_compile,0.93781923828125,0.0,0.93781923828125
gpu_eager,1.6153758135915268,0.07279587506127427,1.688171688652801
gpu_compile,1.2159969353378983,0.0900890937737131,1.3060860291116114
