backend,count,compute_mean_ms,compute_p50_ms,compute_p99_ms,transfer_mean_ms,e2e_mean_ms,e2e_p50_ms,e2e_p99_ms,graph_mean_ms,forward_mean_ms
cpu_eager,1024,1.4150095634765625,1.326829,2.0987594300000003,0.0,1.4150095634765625,1.326829,2.0987594300000003,0.1188425869140625,1.2139754853515625
cpu_compile,1024,0.93781923828125,0.9217835000000001,1.2186232099999998,0.0,0.93781923828125,0.9217835000000001,1.2186232099999998,0.1213416748046875,0.727144001953125
gpu_eager,1024,1.6153758135915268,1.6032640151679516,1.7892838637530804,0.07279587506127427,1.688171688652801,1.675728028640151,1.863787864819169,0.2881926262343768,1.221058688708581
gpu_compile,1024,1.2159969353378983,1.2083519846200943,1.3175513318181036,0.0900890937737131,1.3060860291116114,1.2981120068579912,1.419703674353659,0.3623673433321528,0.7149139372049831
