backend,sample,N,E,h2d_ms,prep_ms,graph_ms,forward_ms,d2h_ms,compute_ms,transfer_ms,e2e_ms
cpu_eager,175,55,388,0.0,0.078347,0.127324,1.165293,0.0,1.3709639999999998,0.0,1.3709639999999998
cpu_eager,176,27,62,0.0,0.075689,0.090856,1.04426,0.0,1.210805,0.0,1.210805
cpu_eager,177,23,112,0.0,0.074702,0.090011,1.120199,0.0,1.2849119999999998,0.0,1.2849119999999998
cpu_eager,178,34,226,0.0,0.076051,0.102994,1.10743,0.0,1.2864749999999998,0.0,1.2864749999999998
cpu_eager,179,44,258,0.0,0.077213,0.114752,1.133071,0.0,1.3250359999999999,0.0,1.3250359999999999
cpu_eager,180,52,410,0.0,0.0763,0.120166,1.204438,0.0,1.400904,0.0,1.400904
cpu_eager,181,29,114,0.0,0.076598,0.094479,1.079173,0.0,1.2502499999999999,0.0,1.2502499999999999
cpu_eager,182,35,172,0.0,0.074448,0.098022,1.105152,0.0,1.277622,0.0,1.277622
cpu_eager,183,44,250,0.0,0.076502,0.112967,1.146542,0.0,1.336011,0.0,1.336011
cpu_eager,184,34,204,0.0,0.075911,0.102419,1.106719,0.0,1.2850489999999999,0.0,1.2850489999999999
cpu_eager,185,66,660,0.0,0.077006,0.149457,1.312503,0.0,1.538966,0.0,1.538966
cpu_eager,186,31,154,0.0,0.084373,0.100394,1.09228,0.0,1.277047,0.0,1.277047
cpu_eager,187,38,404,0.0,0.07618,0.113339,1.176511,0.0,1.36603,0.0,1.36603
cpu_eager,188,22,74,0.0,0.074842,0.087567,1.045851,0.0,1.2082600000000001,0.0,1.2082600000000001
cpu_eager,189,73,812,0.0,0.077227,0.161842,1.368435,0.0,1.607504,0.0,1.607504
cpu_eager,190,56,848,0.0,0.077364,0.147364,1.340641,0.0,1.565369,0.0,1.565369
cpu_eager,191,44,196,0.0,0.081703,0.111448,1.105797,0.0,1.298948,0.0,1.298948
cpu_eager,192,73,600,0.0,0.07837,0.141194,1.256641,0.0,1.4762049999999998,0.0,1.4762049999999998
cpu_eager,193,27,90,0.0,0.08457,0.096511,1.057911,0.0,1.238992,0.0,1.238992
cpu_eager,194,39,242,0.0,0.076514,0.105245,1.133328,0.0,1.315087,0.0,1.315087
cpu_eager,195,50,312,0.0,0.075968,0.118033,1.169221,0.0,1.363222,0.0,1.363222
cpu_eager,196,17,30,0.0,0.084578,0.081947,1.033504,0.0,1.200029,0.0,1.200029
cpu_eager,197,29,98,0.0,0.073902,0.096746,1.056826,0.0,1.227474,0.0,1.227474
cpu_eager,198,62,466,0.0,0.077817,0.132623,1.205498,0.0,1.415938,0.0,1.415938
cpu_eager,199,28,142,0.0,0.07573,0.105977,1.087495,0.0,1.2692020000000002,0.0,1.2692020000000002
cpu_eager,200,42,492,0.0,0.076058,0.123986,1.20318,0.0,1.4032239999999998,0.0,1.4032239999999998
cpu_eager,201,34,142,0.0,0.076041,0.102359,1.072238,0.0,1.250638,0.0,1.250638
cpu_eager,202,24,78,0.0,0.073789,0.103616,1.056132,0.0,1.233537,0.0,1.233537
cpu_eager,203,21,32,0.0,0.074238,0.084201,1.024721,0.0,1.18316,0.0,1.18316
cpu_eager,204,22,90,0.0,0.074134,0.087631,1.032859,0.0,1.194624,0.0,1.194624
cpu_eager,205,18,64,0.0,0.077704,0.086869,1.020708,0.0,1.185281,0.0,1.185281
cpu_eager,206,24,50,0.0,0.073678,0.086197,1.034041,0.0,1.193916,0.0,1.193916
cpu_eager,207,26,102,0.0,0.07539,0.090772,1.050159,0.0,1.216321,0.0,1.216321
cpu_eager,208,63,580,0.0,0.077667,0.147247,1.295797,0.0,1.5207110000000001,0.0,1.5207110000000001
cpu_eager,209,31,94,0.0,0.081372,0.112342,1.192245,0.0,1.385959,0.0,1.385959
cpu_eager,210,25,108,0.0,0.088436,0.110373,1.162848,0.0,1.3616570000000001,0.0,1.3616570000000001
cpu_eager,211,25,62,0.0,0.074751,0.089066,1.03254,0.0,1.196357,0.0,1.196357
cpu_eager,212,27,146,0.0,0.074713,0.10596,1.080417,0.0,1.26109,0.0,1.26109
cpu_eager,213,25,56,0.0,0.075238,0.088249,1.033611,0.0,1.197098,0.0,1.197098
cpu_eager,214,41,336,0.0,0.075092,0.115321,1.142943,0.0,1.333356,0.0,1.333356
cpu_eager,215,40,230,0.0,0.076026,0.106706,1.135013,0.0,1.317745,0.0,1.317745
cpu_eager,216,53,450,0.0,0.07632,0.127555,1.18981,0.0,1.393685,0.0,1.393685
cpu_eager,217,46,236,0.0,0.076404,0.111516,1.103509,0.0,1.2914290000000002,0.0,1.2914290000000002
cpu_eager,218,45,276,0.0,0.075573,0.122021,1.161305,0.0,1.358899,0.0,1.358899
cpu_eager,219,18,36,0.0,0.075325,0.084121,1.099331,0.0,1.258777,0.0,1.258777
cpu_eager,220,20,74,0.0,0.07524,0.085933,1.102129,0.0,1.263302,0.0,1.263302
cpu_eager,221,58,622,0.0,0.075327,0.145691,1.286261,0.0,1.507279,0.0,1.507279
cpu_eager,222,50,324,0.0,0.076148,0.12127,1.143701,0.0,1.341119,0.0,1.341119
cpu_eager,223,58,474,0.0,0.075977,0.133703,1.203138,0.0,1.4128180000000001,0.0,1.4128180000000001
cpu_eager,224,32,208,0.0,0.07629,0.098924,1.100803,0.0,1.276017,0.0,1.276017
cpu_eager,225,35,230,0.0,0.074704,0.103609,1.11065,0.0,1.2889629999999999,0.0,1.2889629999999999
cpu_eager,226,51,386,0.0,0.076284,0.121654,1.1894,0.0,1.387338,0.0,1.387338
cpu_eager,227,39,302,0.0,0.077982,0.109116,1.140376,0.0,1.327474,0.0,1.327474
cpu_eager,228,26,92,0.0,0.075181,0.091737,1.04862,0.0,1.215538,0.0,1.215538
cpu_eager,229,49,318,0.0,0.076292,0.114633,1.153334,0.0,1.344259,0.0,1.344259
cpu_eager,230,44,314,0.0,0.077462,0.116604,1.148326,0.0,1.342392,0.0,1.342392
cpu_eager,231,47,450,0.0,0.076087,0.119538,1.192171,0.0,1.387796,0.0,1.387796
cpu_eager,232,22,78,0.0,0.090647,0.090254,1.047522,0.0,1.228423,0.0,1.228423
cpu_eager,233,40,160,0.0,0.076128,0.108298,1.12033,0.0,1.304756,0.0,1.304756
cpu_eager,234,17,52,0.0,0.074612,0.081905,1.030885,0.0,1.187402,0.0,1.187402
cpu_eager,235,22,58,0.0,0.078092,0.086429,1.030356,0.0,1.194877,0.0,1.194877
