backend,sample,N,E,h2d_ms,prep_ms,graph_ms,forward_ms,d2h_ms,compute_ms,transfer_ms,e2e_ms
cpu_eager,944,24,68,0.0,0.075135,0.089701,1.027309,0.0,1.192145,0.0,1.192145
cpu_eager,945,30,146,0.0,0.075127,0.0951,1.094915,0.0,1.265142,0.0,1.265142
cpu_eager,946,69,1248,0.0,0.076603,0.174959,1.345704,0.0,1.597266,0.0,1.597266
cpu_eager,947,17,54,0.0,0.073925,0.082416,1.045427,0.0,1.2017680000000002,0.0,1.2017680000000002
cpu_eager,948,31,128,0.0,0.075382,0.093399,1.092748,0.0,1.2615290000000001,0.0,1.2615290000000001
cpu_eager,949,41,278,0.0,0.08456,0.116723,1.154114,0.0,1.355397,0.0,1.355397
cpu_eager,950,61,400,0.0,0.077287,0.131324,1.18116,0.0,1.389771,0.0,1.389771
cpu_eager,951,54,384,0.0,0.076896,0.121665,1.177257,0.0,1.375818,0.0,1.375818
cpu_eager,952,34,166,0.0,0.074231,0.101145,1.093136,0.0,1.268512,0.0,1.268512
cpu_eager,953,75,1054,0.0,0.077578,0.166112,1.439062,0.0,1.682752,0.0,1.682752
cpu_eager,954,34,132,0.0,0.075042,0.098521,1.092608,0.0,1.266171,0.0,1.266171
cpu_eager,955,37,426,0.0,0.074309,0.116757,1.205015,0.0,1.396081,0.0,1.396081
cpu_eager,956,25,100,0.0,0.085936,0.091847,1.059404,0.0,1.237187,0.0,1.237187
cpu_eager,957,69,912,0.0,0.077526,0.164086,1.375706,0.0,1.617318,0.0,1.617318
cpu_eager,958,61,638,0.0,0.076511,0.146956,1.270952,0.0,1.4944190000000002,0.0,1.4944190000000002
cpu_eager,959,31,136,0.0,0.076437,0.095772,1.097439,0.0,1.269648,0.0,1.269648
cpu_eager,960,41,212,0.0,0.075923,0.101897,1.118585,0.0,1.296405,0.0,1.296405
cpu_eager,961,32,254,0.0,0.082303,0.101828,1.121555,0.0,1.3056860000000001,0.0,1.3056860000000001
cpu_eager,962,31,98,0.0,0.075015,0.096203,1.084398,0.0,1.2556159999999998,0.0,1.2556159999999998
cpu_eager,963,51,314,0.0,0.076623,0.118213,1.147602,0.0,1.342438,0.0,1.342438
cpu_eager,964,35,264,0.0,0.082031,0.105725,1.128437,0.0,1.316193,0.0,1.316193
cpu_eager,965,33,138,0.0,0.075186,0.101183,1.107032,0.0,1.283401,0.0,1.283401
cpu_eager,966,28,174,0.0,0.074713,0.094192,1.110841,0.0,1.279746,0.0,1.279746
cpu_eager,967,56,370,0.0,0.08406,0.123304,1.167255,0.0,1.374619,0.0,1.374619
cpu_eager,968,32,192,0.0,0.074709,0.095591,1.103759,0.0,1.2740589999999998,0.0,1.2740589999999998
cpu_eager,969,21,120,0.0,0.074641,0.090935,1.053786,0.0,1.2193619999999998,0.0,1.2193619999999998
cpu_eager,970,39,220,0.0,0.075475,0.115039,1.11242,0.0,1.302934,0.0,1.302934
cpu_eager,971,25,92,0.0,0.074488,0.089892,1.229485,0.0,1.393865,0.0,1.393865
cpu_eager,972,71,1010,0.0,0.109007,0.230038,1.812957,0.0,2.152002,0.0,2.152002
cpu_eager,973,35,152,0.0,0.101151,0.148458,1.485718,0.0,1.735327,0.0,1.735327
cpu_eager,974,15,34,0.0,0.099173,0.109793,1.417243,0.0,1.626209,0.0,1.626209
cpu_eager,975,35,132,0.0,0.100334,0.139733,1.42081,0.0,1.660877,0.0,1.660877
cpu_eager,976,21,66,0.0,0.110967,0.12011,1.416271,0.0,1.647348,0.0,1.647348
cpu_eager,977,36,172,0.0,0.101254,0.143669,1.436677,0.0,1.6816,0.0,1.6816
cpu_eager,978,48,302,0.0,0.102669,0.16112,1.526133,0.0,1.789922,0.0,1.789922
cpu_eager,979,69,664,0.0,0.103026,0.22042,1.679967,0.0,2.003413,0.0,2.003413
cpu_eager,980,41,258,0.0,0.103038,0.152057,1.502644,0.0,1.7577390000000002,0.0,1.7577390000000002
cpu_eager,981,36,150,0.0,0.10201,0.140729,1.468553,0.0,1.711292,0.0,1.711292
cpu_eager,982,50,398,0.0,0.102072,0.191942,1.556122,0.0,1.850136,0.0,1.850136
cpu_eager,983,43,342,0.0,0.102216,0.162522,1.544605,0.0,1.8093430000000001,0.0,1.8093430000000001
cpu_eager,984,35,156,0.0,0.100936,0.140463,1.468705,0.0,1.7101039999999998,0.0,1.7101039999999998
cpu_eager,985,32,168,0.0,0.100582,0.134294,1.496789,0.0,1.731665,0.0,1.731665
cpu_eager,986,23,94,0.0,0.101495,0.12027,1.367762,0.0,1.589527,0.0,1.589527
cpu_eager,987,40,248,0.0,0.101309,0.151655,1.443638,0.0,1.696602,0.0,1.696602
cpu_eager,988,25,116,0.0,0.101025,0.127152,1.433595,0.0,1.661772,0.0,1.661772
cpu_eager,989,30,90,0.0,0.101628,0.128371,1.373595,0.0,1.603594,0.0,1.603594
cpu_eager,990,30,90,0.0,0.099082,0.127961,1.444765,0.0,1.671808,0.0,1.671808
cpu_eager,991,32,208,0.0,0.101117,0.14419,1.50357,0.0,1.748877,0.0,1.748877
cpu_eager,992,33,180,0.0,0.103658,0.138732,1.537334,0.0,1.7797239999999999,0.0,1.7797239999999999
cpu_eager,993,45,226,0.0,0.104373,0.165565,1.517424,0.0,1.7873620000000001,0.0,1.7873620000000001
cpu_eager,994,44,228,0.0,0.103971,0.167642,1.494704,0.0,1.766317,0.0,1.766317
cpu_eager,995,31,198,0.0,0.101894,0.143607,1.508234,0.0,1.753735,0.0,1.753735
cpu_eager,996,60,370,0.0,0.104416,0.181732,1.577816,0.0,1.8639640000000002,0.0,1.8639640000000002
cpu_eager,997,82,834,0.0,0.104943,0.239584,2.619826,0.0,2.964353,0.0,2.964353
cpu_eager,998,15,36,0.0,0.101819,0.111615,1.434226,0.0,1.6476600000000001,0.0,1.6476600000000001
cpu_eager,999,36,142,0.0,0.102898,0.140092,1.497676,0.0,1.740666,0.0,1.740666
cpu_eager,1000,21,88,0.0,0.102239,0.130205,1.431294,0.0,1.663738,0.0,1.663738
cpu_eager,1001,27,84,0.0,0.102374,0.130542,1.44421,0.0,1.677126,0.0,1.677126
cpu_eager,1002,28,120,0.0,0.101979,0.13137,1.453906,0.0,1.687255,0.0,1.687255
cpu_eager,1003,51,312,0.0,0.113928,0.163119,1.548058,0.0,1.825105,0.0,1.825105
cpu_eager,1004,65,1078,0.0,0.106025,0.253585,1.820451,0.0,2.1800610000000002,0.0,2.1800610000000002
cpu_eager,1005,31,218,0.0,0.103741,0.140596,1.515815,0.0,1.760152,0.0,1.760152
cpu_eager,1006,55,632,0.0,0.104082,0.206202,1.678143,0.0,1.988427,0.0,1.988427
cpu_eager,1007,41,186,0.0,0.102656,0.160773,1.490115,0.0,1.7535440000000002,0.0,1.7535440000000002
cpu_eager,1008,43,340,0.0,0.103998,0.164669,1.54713,0.0,1.8157969999999999,0.0,1.8157969999999999
cpu_eager,1009,39,482,0.0,0.104138,0.175693,1.578674,0.0,1.8585049999999999,0.0,1.8585049999999999
cpu_eager,1010,18,62,0.0,0.101768,0.11531,1.43624,0.0,1.653318,0.0,1.653318
cpu_eager,1011,33,138,0.0,0.100971,0.140955,1.467348,0.0,1.7092740000000002,0.0,1.7092740000000002
cpu_eager,1012,24,122,0.0,0.106529,0.136596,1.453998,0.0,1.697123,0.0,1.697123
cpu_eager,1013,22,64,0.0,0.101964,0.120299,1.445211,0.0,1.667474,0.0,1.667474
cpu_eager,1014,46,346,0.0,0.10378,0.185558,1.494992,0.0,1.7843300000000002,0.0,1.7843300000000002
cpu_eager,1015,53,532,0.0,0.103923,0.192442,1.632811,0.0,1.929176,0.0,1.929176
cpu_eager,1016,76,596,0.0,0.105281,0.220811,1.706182,0.0,2.032274,0.0,2.032274
cpu_eager,1017,40,196,0.0,0.105186,0.146393,1.499793,0.0,1.751372,0.0,1.751372
cpu_eager,1018,28,124,0.0,0.110572,0.135045,1.448271,0.0,1.693888,0.0,1.693888
cpu_eager,1019,47,210,0.0,0.102086,0.162034,1.515435,0.0,1.7795550000000002,0.0,1.7795550000000002
cpu_eager,1020,39,200,0.0,0.103427,0.15445,1.495417,0.0,1.753294,0.0,1.753294
cpu_eager,1021,39,194,0.0,0.103586,0.153124,1.513203,0.0,1.769913,0.0,1.769913
cpu_eager,1022,50,408,0.0,0.103084,0.171445,1.560956,0.0,1.835485,0.0,1.835485
cpu_eager,1023,12,32,0.0,0.111166,0.10686,1.383459,0.0,1.601485,0.0,1.601485
cpu_eager,1024,59,438,0.0,0.103858,0.193138,1.530661,0.0,1.827657,0.0,1.827657
cpu_eager,1025,43,222,0.0,0.104944,0.154513,1.514504,0.0,1.7739610000000001,0.0,1.7739610000000001
cpu_eager,1026,23,96,0.0,0.101469,0.123539,1.461527,0.0,1.6865350000000001,0.0,1.6865350000000001
cpu_eager,1027,28,120,0.0,0.104456,0.129823,1.399397,0.0,1.633676,0.0,1.633676
cpu_eager,1028,34,162,0.0,0.101741,0.146793,1.50408,0.0,1.7526140000000001,0.0,1.7526140000000001
cpu_eager,1029,38,226,0.0,0.103424,0.151485,1.521739,0.0,1.776648,0.0,1.776648
cpu_eager,1030,31,214,0.0,0.103064,0.139459,1.513899,0.0,1.7564220000000001,0.0,1.7564220000000001
cpu_eager,1031,61,826,0.0,0.103701,0.220418,1.803487,0.0,2.127606,0.0,2.127606
cpu_eager,1032,25,66,0.0,0.102914,0.123752,1.440237,0.0,1.666903,0.0,1.666903
cpu_eager,1033,30,84,0.0,0.112086,0.133411,1.4503,0.0,1.695797,0.0,1.695797
cpu_eager,1034,36,232,0.0,0.101565,0.145192,1.518615,0.0,1.7653720000000002,0.0,1.7653720000000002
cpu_eager,1035,73,954,0.0,0.105764,0.244269,1.794862,0.0,2.144895,0.0,2.144895
cpu_eager,1036,61,458,0.0,0.106977,0.194301,1.614313,0.0,1.915591,0.0,1.915591
cpu_eager,1037,85,806,0.0,0.105326,0.250994,1.776947,0.0,2.133267,0.0,2.133267
cpu_eager,1038,47,334,0.0,0.103664,0.183359,1.551563,0.0,1.838586,0.0,1.838586
cpu_eager,1039,55,404,0.0,0.106603,0.187489,1.589265,0.0,1.883357,0.0,1.883357
cpu_eager,1040,39,286,0.0,0.103265,0.15505,1.544392,0.0,1.8027069999999998,0.0,1.8027069999999998
cpu_eager,1041,40,176,0.0,0.10395,0.156741,1.518728,0.0,1.779419,0.0,1.779419
cpu_eager,1042,36,236,0.0,0.103859,0.16401,1.511313,0.0,1.779182,0.0,1.779182
cpu_eager,1043,55,346,0.0,0.104647,0.179056,1.568869,0.0,1.852572,0.0,1.852572
cpu_eager,1044,26,102,0.0,0.110321,0.12766,1.456165,0.0,1.694146,0.0,1.694146
cpu_eager,1045,25,108,0.0,0.103569,0.124923,1.458548,0.0,1.6870399999999999,0.0,1.6870399999999999
cpu_eager,1046,24,56,0.0,0.100865,0.123301,1.365572,0.0,1.589738,0.0,1.589738
cpu_eager,1047,23,68,0.0,0.101781,0.123998,1.36934,0.0,1.595119,0.0,1.595119
cpu_eager,1048,27,144,0.0,0.100932,0.13287,1.406062,0.0,1.639864,0.0,1.639864
cpu_eager,1049,25,66,0.0,0.100138,0.1213,1.35677,0.0,1.578208,0.0,1.578208
cpu_eager,1050,35,134,0.0,0.106132,0.148476,1.376181,0.0,1.630789,0.0,1.630789
cpu_eager,1051,44,312,0.0,0.113181,0.156469,1.464963,0.0,1.734613,0.0,1.734613
cpu_eager,1052,62,456,0.0,0.098793,0.176306,1.532264,0.0,1.807363,0.0,1.807363
cpu_eager,1053,20,68,0.0,0.112202,0.125741,1.367339,0.0,1.605282,0.0,1.605282
cpu_eager,1054,38,142,0.0,0.12248,0.133254,1.421723,0.0,1.677457,0.0,1.677457
cpu_eager,1055,27,130,0.0,0.099788,0.130009,1.468626,0.0,1.698423,0.0,1.698423
cpu_eager,1056,23,78,0.0,0.0999,0.122148,1.413968,0.0,1.636016,0.0,1.636016
cpu_eager,1057,23,92,0.0,0.105451,0.123867,1.391696,0.0,1.6210140000000002,0.0,1.6210140000000002
cpu_eager,1058,34,232,0.0,0.099718,0.144486,1.497314,0.0,1.7415180000000001,0.0,1.7415180000000001
cpu_eager,1059,56,664,0.0,0.103263,0.205868,1.672416,0.0,1.981547,0.0,1.981547
cpu_eager,1060,47,468,0.0,0.104692,0.180882,1.56079,0.0,1.846364,0.0,1.846364
cpu_eager,1061,32,142,0.0,0.100324,0.139187,1.464488,0.0,1.703999,0.0,1.703999
cpu_eager,1062,56,324,0.0,0.10262,0.175143,1.519356,0.0,1.797119,0.0,1.797119
cpu_eager,1063,35,234,0.0,0.108254,0.149164,1.494376,0.0,1.7517939999999999,0.0,1.7517939999999999
cpu_eager,1064,29,184,0.0,0.104917,0.137999,1.490628,0.0,1.7335440000000002,0.0,1.7335440000000002
cpu_eager,1065,42,204,0.0,0.103041,0.156397,1.460437,0.0,1.719875,0.0,1.719875
cpu_eager,1066,20,78,0.0,0.101208,0.118554,1.41322,0.0,1.632982,0.0,1.632982
cpu_eager,1067,54,384,0.0,0.112256,0.187942,1.488003,0.0,1.788201,0.0,1.788201
cpu_eager,1068,36,200,0.0,0.101994,0.145746,1.479346,0.0,1.7270860000000001,0.0,1.7270860000000001
cpu_eager,1069,27,110,0.0,0.101583,0.130027,1.454129,0.0,1.685739,0.0,1.685739
cpu_eager,1070,59,588,0.0,0.103168,0.204619,1.673772,0.0,1.981559,0.0,1.981559
cpu_eager,1071,58,402,0.0,0.103657,0.184249,1.577618,0.0,1.865524,0.0,1.865524
cpu_eager,1072,37,154,0.0,0.102925,0.147919,1.478888,0.0,1.729732,0.0,1.729732
cpu_eager,1073,26,182,0.0,0.114831,0.138532,1.499973,0.0,1.753336,0.0,1.753336
cpu_eager,1074,37,226,0.0,0.102158,0.146718,1.530473,0.0,1.7793489999999998,0.0,1.7793489999999998
cpu_eager,1075,45,234,0.0,0.104583,0.164441,1.520456,0.0,1.78948,0.0,1.78948
cpu_eager,1076,65,576,0.0,0.10608,0.205448,1.667735,0.0,1.979263,0.0,1.979263
cpu_eager,1077,59,612,0.0,0.103758,0.206335,1.675585,0.0,1.985678,0.0,1.985678
cpu_eager,1078,45,222,0.0,0.103788,0.161164,1.512791,0.0,1.777743,0.0,1.777743
cpu_eager,1079,34,194,0.0,0.101917,0.14509,1.485239,0.0,1.732246,0.0,1.732246
cpu_eager,1080,53,330,0.0,0.107091,0.170045,1.533904,0.0,1.81104,0.0,1.81104
cpu_eager,1081,46,244,0.0,0.104467,0.166686,1.49051,0.0,1.761663,0.0,1.761663
cpu_eager,1082,59,256,0.0,0.105244,0.176598,1.516992,0.0,1.7988339999999998,0.0,1.7988339999999998
cpu_eager,1083,43,146,0.0,0.103185,0.15018,1.480696,0.0,1.734061,0.0,1.734061
cpu_eager,1084,74,1248,0.0,0.104872,0.258378,1.952553,0.0,2.315803,0.0,2.315803
cpu_eager,1085,71,902,0.0,0.104923,0.251217,1.770462,0.0,2.126602,0.0,2.126602
cpu_eager,1086,63,826,0.0,0.105667,0.238014,1.708613,0.0,2.052294,0.0,2.052294
cpu_eager,1087,50,334,0.0,0.103122,0.180833,1.533378,0.0,1.8173329999999999,0.0,1.8173329999999999
cpu_eager,1088,80,518,0.0,0.10604,0.237912,1.611824,0.0,1.955776,0.0,1.955776
cpu_eager,1089,63,462,0.0,0.105259,0.217275,1.575279,0.0,1.8978130000000002,0.0,1.8978130000000002
cpu_eager,1090,29,86,0.0,0.102258,0.127642,1.457893,0.0,1.687793,0.0,1.687793
cpu_eager,1091,21,94,0.0,0.099658,0.119136,1.426723,0.0,1.645517,0.0,1.645517
cpu_eager,1092,91,1980,0.0,0.105275,0.282244,1.898878,0.0,2.286397,0.0,2.286397
cpu_eager,1093,19,70,0.0,0.103061,0.117294,1.44255,0.0,1.662905,0.0,1.662905
cpu_eager,1094,30,124,0.0,0.101467,0.141418,1.405421,0.0,1.648306,0.0,1.648306
cpu_eager,1095,30,126,0.0,0.101603,0.144935,1.477895,0.0,1.7244329999999999,0.0,1.7244329999999999
cpu_eager,1096,44,304,0.0,0.103111,0.164489,1.532044,0.0,1.799644,0.0,1.799644
cpu_eager,1097,29,236,0.0,0.102095,0.141801,1.505387,0.0,1.7492830000000001,0.0,1.7492830000000001
cpu_eager,1098,29,120,0.0,0.1022,0.127665,1.456364,0.0,1.686229,0.0,1.686229
cpu_eager,1099,33,206,0.0,0.102229,0.154601,1.487312,0.0,1.744142,0.0,1.744142
cpu_eager,1100,25,40,0.0,0.1017,0.118358,1.427505,0.0,1.647563,0.0,1.647563
cpu_eager,1101,80,622,0.0,0.104739,0.219639,1.621795,0.0,1.9461730000000002,0.0,1.9461730000000002
cpu_eager,1102,25,134,0.0,0.101376,0.128521,1.47957,0.0,1.709467,0.0,1.709467
cpu_eager,1103,33,210,0.0,0.102766,0.147745,1.493024,0.0,1.7435349999999998,0.0,1.7435349999999998
cpu_eager,1104,28,110,0.0,0.101857,0.138897,1.45802,0.0,1.698774,0.0,1.698774
cpu_eager,1105,71,692,0.0,0.105523,0.226552,1.691292,0.0,2.023367,0.0,2.023367
cpu_eager,1106,20,32,0.0,0.10186,0.113711,1.440962,0.0,1.656533,0.0,1.656533
cpu_eager,1107,51,582,0.0,0.104991,0.2037,1.64755,0.0,1.9562410000000001,0.0,1.9562410000000001
cpu_eager,1108,20,58,0.0,0.101923,0.120114,1.434992,0.0,1.657029,0.0,1.657029
cpu_eager,1109,68,552,0.0,0.105372,0.213309,1.593149,0.0,1.91183,0.0,1.91183
cpu_eager,1110,26,132,0.0,0.111591,0.133983,1.464658,0.0,1.710232,0.0,1.710232
cpu_eager,1111,53,380,0.0,0.102163,0.196834,1.552552,0.0,1.851549,0.0,1.851549
cpu_eager,1112,39,262,0.0,0.103282,0.156003,1.532742,0.0,1.792027,0.0,1.792027
cpu_eager,1113,52,566,0.0,0.103623,0.196439,1.655123,0.0,1.955185,0.0,1.955185
cpu_eager,1114,76,792,0.0,0.104554,0.243698,1.738097,0.0,2.0863490000000002,0.0,2.0863490000000002
cpu_eager,1115,28,106,0.0,0.101598,0.127486,1.455873,0.0,1.684957,0.0,1.684957
cpu_eager,1116,47,408,0.0,0.103823,0.16822,1.5586,0.0,1.830643,0.0,1.830643
cpu_eager,1117,69,392,0.0,0.104358,0.186658,1.570974,0.0,1.86199,0.0,1.86199
cpu_eager,1118,13,44,0.0,0.100987,0.109058,1.422522,0.0,1.632567,0.0,1.632567
cpu_eager,1119,27,106,0.0,0.102758,0.13063,1.409953,0.0,1.643341,0.0,1.643341
cpu_eager,1120,21,34,0.0,0.099777,0.117248,1.424325,0.0,1.64135,0.0,1.64135
cpu_eager,1121,32,136,0.0,0.103099,0.134366,1.423207,0.0,1.6606720000000001,0.0,1.6606720000000001
cpu_eager,1122,27,92,0.0,0.100849,0.13686,1.452769,0.0,1.690478,0.0,1.690478
cpu_eager,1123,23,78,0.0,0.100643,0.123383,1.441015,0.0,1.665041,0.0,1.665041
cpu_eager,1124,32,250,0.0,0.102544,0.146868,1.507791,0.0,1.757203,0.0,1.757203
cpu_eager,1125,21,44,0.0,0.102069,0.115326,1.420324,0.0,1.637719,0.0,1.637719
cpu_eager,1126,32,128,0.0,0.100773,0.131988,1.472602,0.0,1.705363,0.0,1.705363
cpu_eager,1127,25,70,0.0,0.101086,0.122072,1.412935,0.0,1.636093,0.0,1.636093
cpu_eager,1128,74,868,0.0,0.104672,0.235632,1.760148,0.0,2.100452,0.0,2.100452
cpu_eager,1129,34,172,0.0,0.102101,0.140878,1.482849,0.0,1.7258280000000001,0.0,1.7258280000000001
cpu_eager,1130,43,258,0.0,0.1038,0.155193,1.506306,0.0,1.765299,0.0,1.765299
cpu_eager,1131,33,124,0.0,0.101178,0.144923,1.443728,0.0,1.689829,0.0,1.689829
cpu_eager,1132,39,240,0.0,0.102854,0.152649,1.533561,0.0,1.789064,0.0,1.789064
cpu_eager,1133,39,340,0.0,0.10318,0.159804,1.543329,0.0,1.8063129999999998,0.0,1.8063129999999998
cpu_eager,1134,37,222,0.0,0.103111,0.147547,1.505072,0.0,1.75573,0.0,1.75573
cpu_eager,1135,101,1082,0.0,0.107532,0.274841,1.801268,0.0,2.183641,0.0,2.183641
cpu_eager,1136,15,36,0.0,0.102125,0.110859,1.420146,0.0,1.63313,0.0,1.63313
cpu_eager,1137,19,72,0.0,0.108631,0.120908,1.375024,0.0,1.604563,0.0,1.604563
cpu_eager,1138,27,114,0.0,0.101651,0.12889,1.460997,0.0,1.691538,0.0,1.691538
cpu_eager,1139,24,68,0.0,0.102694,0.12451,1.437994,0.0,1.665198,0.0,1.665198
cpu_eager,1140,31,136,0.0,0.111816,0.135619,1.480799,0.0,1.728234,0.0,1.728234
cpu_eager,1141,45,374,0.0,0.104489,0.184457,1.549594,0.0,1.83854,0.0,1.83854
cpu_eager,1142,54,468,0.0,0.103833,0.180193,1.580691,0.0,1.8647170000000002,0.0,1.8647170000000002
cpu_eager,1143,41,190,0.0,0.10354,0.146518,1.497309,0.0,1.7473670000000001,0.0,1.7473670000000001
cpu_eager,1144,31,98,0.0,0.101214,0.133043,1.478635,0.0,1.7128919999999999,0.0,1.7128919999999999
cpu_eager,1145,35,156,0.0,0.101361,0.143413,1.476708,0.0,1.721482,0.0,1.721482
cpu_eager,1146,22,62,0.0,0.101585,0.1351,1.415512,0.0,1.6521970000000001,0.0,1.6521970000000001
cpu_eager,1147,49,410,0.0,0.103258,0.179619,1.563113,0.0,1.84599,0.0,1.84599
cpu_eager,1148,43,252,0.0,0.10585,0.158361,1.52891,0.0,1.793121,0.0,1.793121
cpu_eager,1149,41,116,0.0,0.104043,0.146567,1.452224,0.0,1.702834,0.0,1.702834
cpu_eager,1150,23,116,0.0,0.110162,0.122876,1.458573,0.0,1.691611,0.0,1.691611
cpu_eager,1151,27,112,0.0,0.101136,0.127955,1.409372,0.0,1.638463,0.0,1.638463
cpu_compile,128,30,184,0.0,0.093848,0.113373,0.719501,0.0,0.9267219999999999,0.0,0.9267219999999999
cpu_compile,129,36,158,0.0,0.092867,0.113017,0.712274,0.0,0.918158,0.0,0.918158
cpu_compile,130,31,182,0.0,0.09206,0.109326,0.72545,0.0,0.926836,0.0,0.926836
cpu_compile,131,50,538,0.0,0.089914,0.149345,0.788812,0.0,1.028071,0.0,1.028071
cpu_compile,132,33,166,0.0,0.091402,0.110045,0.706723,0.0,0.9081699999999999,0.0,0.9081699999999999
cpu_compile,133,57,302,0.0,0.088294,0.140589,0.760943,0.0,0.9898260000000001,0.0,0.9898260000000001
cpu_compile,134,22,80,0.0,0.08824,0.094981,0.650503,0.0,0.833724,0.0,0.833724
cpu_compile,135,29,106,0.0,0.087243,0.104107,0.652951,0.0,0.844301,0.0,0.844301
cpu_compile,136,25,78,0.0,0.088131,0.096865,0.632977,0.0,0.8179730000000001,0.0,0.8179730000000001
cpu_compile,137,23,56,0.0,0.086563,0.10407,0.633114,0.0,0.823747,0.0,0.823747
cpu_compile,138,43,262,0.0,0.090017,0.123413,0.741521,0.0,0.954951,0.0,0.954951
cpu_compile,139,32,98,0.0,0.089589,0.10294,0.648266,0.0,0.840795,0.0,0.840795
cpu_compile,140,22,118,0.0,0.088244,0.096663,0.645535,0.0,0.8304419999999999,0.0,0.8304419999999999
cpu_compile,141,40,218,0.0,0.087277,0.11927,0.719844,0.0,0.926391,0.0,0.926391
cpu_compile,142,32,104,0.0,0.089132,0.104064,0.655081,0.0,0.8482770000000001,0.0,0.8482770000000001
cpu_compile,143,36,230,0.0,0.088305,0.117942,0.740814,0.0,0.9470609999999999,0.0,0.9470609999999999
cpu_compile,144,38,268,0.0,0.088523,0.120795,0.729893,0.0,0.939211,0.0,0.939211
cpu_compile,145,22,80,0.0,0.086136,0.09581,0.661393,0.0,0.8433390000000001,0.0,0.8433390000000001
cpu_compile,146,32,162,0.0,0.08952,0.105685,0.693935,0.0,0.88914,0.0,0.88914
cpu_compile,147,34,130,0.0,0.089207,0.106744,0.68748,0.0,0.883431,0.0,0.883431
cpu_compile,148,36,152,0.0,0.099986,0.109894,0.711381,0.0,0.9212610000000001,0.0,0.9212610000000001
cpu_compile,149,45,272,0.0,0.094872,0.130722,0.739104,0.0,0.964698,0.0,0.964698
cpu_compile,150,45,208,0.0,0.099601,0.122371,0.729156,0.0,0.951128,0.0,0.951128
cpu_compile,151,51,454,0.0,0.089459,0.150939,0.763793,0.0,1.004191,0.0,1.004191
cpu_compile,152,45,268,0.0,0.097797,0.131457,0.731063,0.0,0.960317,0.0,0.960317
cpu_compile,153,54,284,0.0,0.097751,0.131554,0.753652,0.0,0.982957,0.0,0.982957
cpu_compile,154,34,106,0.0,0.094437,0.107345,0.665435,0.0,0.867217,0.0,0.867217
cpu_compile,155,50,446,0.0,0.086599,0.148139,0.781327,0.0,1.016065,0.0,1.016065
cpu_compile,156,70,1080,0.0,0.089549,0.200071,0.888858,0.0,1.1784780000000001,0.0,1.1784780000000001
cpu_compile,157,32,246,0.0,0.089293,0.116114,0.727732,0.0,0.933139,0.0,0.933139
cpu_compile,158,33,146,0.0,0.091256,0.110977,0.679938,0.0,0.882171,0.0,0.882171
cpu_compile,159,38,180,0.0,0.096675,0.114581,0.712535,0.0,0.923791,0.0,0.923791
cpu_compile,160,15,30,0.0,0.093508,0.086326,0.65287,0.0,0.8327039999999999,0.0,0.8327039999999999
cpu_compile,161,20,86,0.0,0.088633,0.095189,0.641956,0.0,0.8257779999999999,0.0,0.8257779999999999
cpu_compile,162,18,54,0.0,0.08759,0.088393,0.64109,0.0,0.817073,0.0,0.817073
cpu_compile,163,17,80,0.0,0.08779,0.090527,0.635505,0.0,0.813822,0.0,0.813822
cpu_compile,164,27,146,0.0,0.087446,0.105052,0.676576,0.0,0.8690739999999999,0.0,0.8690739999999999
cpu_compile,165,27,136,0.0,0.088958,0.106356,0.700424,0.0,0.895738,0.0,0.895738
cpu_compile,166,22,170,0.0,0.087432,0.099423,0.706067,0.0,0.892922,0.0,0.892922
cpu_compile,167,43,564,0.0,0.087572,0.141165,0.806518,0.0,1.035255,0.0,1.035255
cpu_compile,168,28,90,0.0,0.087077,0.099602,0.655213,0.0,0.8418920000000001,0.0,0.8418920000000001
cpu_compile,169,34,176,0.0,0.088708,0.110734,0.688488,0.0,0.88793,0.0,0.88793
cpu_compile,170,30,120,0.0,0.094826,0.10587,0.647179,0.0,0.8478749999999999,0.0,0.8478749999999999
cpu_compile,171,42,192,0.0,0.09149,0.126148,0.704234,0.0,0.921872,0.0,0.921872
cpu_compile,172,15,50,0.0,0.086115,0.085475,0.642451,0.0,0.814041,0.0,0.814041
cpu_compile,173,37,220,0.0,0.088319,0.11419,0.722594,0.0,0.925103,0.0,0.925103
cpu_compile,174,42,240,0.0,0.091444,0.123165,0.734467,0.0,0.949076,0.0,0.949076
cpu_compile,175,55,388,0.0,0.088284,0.144832,0.777747,0.0,1.010863,0.0,1.010863
cpu_compile,176,27,62,0.0,0.08978,0.098615,0.654227,0.0,0.842622,0.0,0.842622
cpu_compile,177,23,112,0.0,0.087574,0.097173,0.655956,0.0,0.840703,0.0,0.840703
cpu_compile,178,34,226,0.0,0.08681,0.11566,0.71909,0.0,0.9215599999999999,0.0,0.9215599999999999
cpu_compile,179,44,258,0.0,0.089515,0.130637,0.735849,0.0,0.956001,0.0,0.956001
cpu_compile,180,52,410,0.0,0.091314,0.134186,0.817985,0.0,1.043485,0.0,1.043485
cpu_compile,181,29,114,0.0,0.090397,0.103932,0.659865,0.0,0.854194,0.0,0.854194
cpu_compile,182,35,172,0.0,0.086977,0.110754,0.721703,0.0,0.919434,0.0,0.919434
cpu_compile,183,44,250,0.0,0.087915,0.126647,0.738551,0.0,0.953113,0.0,0.953113
cpu_compile,184,34,204,0.0,0.0896,0.112641,0.727172,0.0,0.929413,0.0,0.929413
