backend,batch_size,batches,graphs,compute_mean_ms_per_graph,compute_p50_ms_per_graph,compute_p99_ms_per_graph,transfer_mean_ms_per_graph,e2e_mean_ms_per_graph,e2e_p50_ms_per_graph,e2e_p99_ms_per_graph,graph_mean_ms_per_graph,forward_mean_ms_per_graph,throughput_mean_graphs_per_s,throughput_p50_graphs_per_s,throughput_p99_graphs_per_s,nodes_per_s_mean
cpu_eager,16,64,1024,2.094173919921875,0.5842491562500001,14.640966192499988,0.0,2.094173919921875,0.5842491562500001,14.640966192499988,0.0511909658203125,1.6572279541015624,1713.324441613242,1719.3398216422956,3630.7795150419815,65896.3434806765
cpu_eager,64,16,1024,0.445754318359375,0.2886285859375,1.6169323601562497,0.0,0.445754318359375,0.2886285859375,1.6169323601562497,0.053817880859375,0.2956822265625,3397.6742506480527,3475.814454311266,6615.577936523067,131825.46391590498
gpu_compile,1,1024,1024,1.2684219077054877,1.3455360233783722,1.5434175941348074,0.08379875006903603,1.3522206577745237,1.4349120073020458,1.6407552301138637,0.3267205317679327,0.6777881886810064,750.1516096259143,696.9068454428912,862.4540586498656,28814.76625408645
gpu_compile,2,512,1024,0.69108250059071,0.6850400120019913,0.726963993012905,0.04486575000191806,0.735948250592628,0.7298560030758381,0.772063352447003,0.19420378081849776,0.35429637553170323,1362.9174101346075,1370.1332807919534,1384.4936574287476,52434.98258229226
gpu_compile,4,256,1024,0.34803590629599057,0.3442919924855232,0.3908064048737281,0.022725375019945204,0.3707612813159358,0.36676799412816763,0.41324640493839915,0.09652653112425469,0.17951765592442825,2707.4984418493154,2726.5192614574257,2765.936651492794,104369.68765761466
gpu_compile,8,128,1024,0.17351378154125996,0.17366600036621094,0.17829000309109688,0.011757906246202765,0.18527168778746272,0.18540200078859925,0.1900596015807241,0.04798224996193312,0.08971393766114488,5398.27542954439,5393.685051200908,5513.084236648215,208054.62070675887
gpu_compile,16,64,1024,0.09149837488075718,0.08783900085836649,0.1467627006769177,0.006089781254559057,0.09758815613531624,0.09396299964282662,0.1532370807440017,0.02446624988806434,0.048368812538683414,10392.838882172415,10642.49568584864,10894.654285181148,400553.1235310569
gpu_compile,64,16,1024,0.02347968748654239,0.023475500289350748,0.02386144995689392,0.001841187502577668,0.025320874989120057,0.02532199997222051,0.025710849990718997,0.006024000031175092,0.012820218747947365,39495.73449898016,39491.35365492219,39952.78206134495,1522799.8131727492
gpu_eager,1,1024,1024,1.9126283430232434,1.6741599887609482,1.806211199015379,0.07181674999992538,1.9844450930231687,1.742224003188312,1.885351986195892,0.27314746810588986,1.4182624691165984,570.9549467275637,573.9790051417224,579.1624188789893,21972.09315891348
gpu_eager,2,512,1024,0.8601899679197231,0.8492959961295128,0.9512563076615334,0.03522012501343852,0.8954100929331616,0.8839200027287006,0.9862675076909363,0.14551931153982878,0.6044485000893474,1119.2660445750123,1131.3240982362151,1142.837486278751,42940.982022113465
gpu_eager,4,256,1024,0.4484307508828351,0.4351840000599623,0.5086516121402382,0.0181499687514588,0.46658071963429393,0.45276800030842423,0.5281848120037466,0.07422371857683174,0.3180182200158015,2156.5754271545256,2208.637646992106,2266.7949254899577,82684.63505355388
gpu_eager,8,128,1024,0.2318098750547506,0.23195399530231953,0.24589828204363584,0.009892937498079846,0.24170281255283044,0.2418840005993843,0.2560404041968286,0.03730546872247942,0.16616462520323694,4143.206332660778,4134.22031965598,4492.340865104207,159445.88528998228
gpu_eager,16,64,1024,0.11857793714443687,0.11852699937298894,0.12291250116191804,0.0050611875085451175,0.12363912465298199,0.12347699934616685,0.12802460143808275,0.018933437473606318,0.08516199968289584,8092.192050031408,8098.67849754163,8542.3149658744,312043.84822591307
gpu_eager,64,16,1024,0.03289665642660111,0.03211299970280379,0.03765834986697882,0.001653968749451451,0.03455062517605256,0.03380024986108765,0.03931057488371153,0.004940187587635592,0.024209125083871186,28999.94410747362,29585.76611449264,29868.902400597293,1117957.1872221557
