backend,batch_size,batches,graphs,compute_mean_ms_per_graph,compute_p50_ms_per_graph,compute_p99_ms_per_graph,transfer_mean_ms_per_graph,e2e_mean_ms_per_graph,e2e_p50_ms_per_graph,e2e_p99_ms_per_graph,graph_mean_ms_per_graph,forward_mean_ms_per_graph,throughput_mean_graphs_per_s,throughput_p50_graphs_per_s,throughput_p99_graphs_per_s,nodes_per_s_mean
cpu_compile,1,1024,1024,0.958864806640625,0.940174,1.3639428599999994,0.0,0.958864806640625,0.940174,1.3639428599999994,0.12457305859375,0.7143967529296875,1058.5925244111727,1063.6329297958691,1242.2176294795468,39314.36089419025
cpu_compile,2,512,1024,0.566634205078125,0.5545877499999999,0.7733932299999999,0.0,0.566634205078125,0.5545877499999999,0.7733932299999999,0.0910385703125,0.4108912109375,1788.699661923723,1803.1411634247868,2265.744444869334,66914.6513693444
cpu_compile,4,256,1024,0.3461327109375,0.340248125,0.4712906749999999,0.0,0.3461327109375,0.340248125,0.4712906749999999,0.065839421875,0.246049931640625,2934.540156464515,2939.031930910043,3714.1295785508614,110510.81633532338
cpu_compile,8,128,1024,0.8997639814453126,0.2382566875,15.403323486250013,0.0,0.8997639814453126,0.2382566875,15.403323486250013,0.0529419248046875,0.779912951171875,3877.8314340526804,4197.159093580063,6083.511793620582,147711.5242009414
cpu_compile,16,64,1024,0.285820037109375,0.19520084374999996,2.0056888206249948,0.0,0.285820037109375,0.19520084374999996,2.0056888206249948,0.03589203515625,0.155478162109375,4798.254264537449,5122.951535837663,5946.204371694848,185012.04315449807
cpu_compile,64,16,1024,0.08773692578125,0.086627875,0.09943746718749999,0.0,0.08773692578125,0.086627875,0.09943746718749999,0.0297601669921875,0.0450862236328125,11452.707686246695,11543.66631596371,12787.950679991241,440316.1313987426
cpu_eager,1,1024,1024,1.75046425390625,1.769428,2.5855264799999986,0.0,1.75046425390625,1.769428,2.5855264799999986,0.1464900078125,1.468991263671875,586.0308734612186,565.1544274047365,783.9990541132023,21949.774263670573
cpu_eager,2,512,1024,0.8195606181640624,0.7845697500000001,1.1145693199999995,0.0,0.8195606181640624,0.7845697500000001,1.1145693199999995,0.084630998046875,0.6725370966796875,1240.8470546116348,1274.5854540957187,1460.3474476101076,46705.088650306694
cpu_eager,4,256,1024,0.466268234375,0.46477175000000004,0.5970864999999996,0.0,0.466268234375,0.46477175000000004,0.5970864999999996,0.0590204814453125,0.37602861621093747,2165.601113782346,2151.5949057984863,2630.9835360197494,82029.89684666069
cpu_eager,8,128,1024,0.4772199267578125,0.3742345625,3.396992083750011,0.0,0.4772199267578125,0.3742345625,3.396992083750011,0.064611697265625,0.3496539892578125,2569.3314862294005,2672.121590088259,3287.9541663515993,98174.8646904031
