backend,compute_mean_ms,transfer_mean_ms,e2e_mean_ms
cpu_eager,1.5156100576171876,0.0,1.5156100576171876
cpu_compile,0.9584239365234375,0.0,0.9584239365234375
gpu_eager,1.5994624631966872,0.0698280000469822,1.6692904632436694
gpu_compile,0.9995085640912293,0.07539899999392219,1.0749075640851515
