backend,compute_mean_ms,transfer_mean_ms,e2e_mean_ms
cpu_eager,1.745210090209961,0.0,1.745210090209961
cpu_compile,1.0877769004516602,0.0,1.0877769004516602
gpu_eager,1.5936405446600475,0.07130566604871547,1.664946210708763
gpu_compile,1.0248289007358835,0.07423488087215446,1.099063781608038
