backend,count,compute_mean_ms,compute_p50_ms,compute_p99_ms,transfer_mean_ms,e2e_mean_ms,e2e_p50_ms,e2e_p99_ms,graph_mean_ms,forward_mean_ms
cpu_eager,16384,1.745210090209961,1.6456689999999998,2.56968532,0.0,1.745210090209961,1.6456689999999998,2.56968532,0.15632596813964844,1.4806843116455077
cpu_compile,16384,1.0877769004516602,1.0144605,1.44857272,0.0,1.0877769004516602,1.0144605,1.44857272,0.13569643200683593,0.8435025136108398
gpu_eager,16384,1.5936405446600475,1.5882240384817123,1.7111420711129903,0.07130566604871547,1.664946210708763,1.6591999903321266,1.7916057846695184,0.2841096723859664,1.2043068114071502
gpu_compile,16384,1.0248289007358835,0.9646720066666603,0.9859574573487044,0.07423488087215446,1.099063781608038,1.0388800129294395,1.0602028680779039,0.281700215690762,0.6372214149778301
