backend,count,compute_mean_ms,compute_p50_ms,compute_p99_ms,transfer_mean_ms,e2e_mean_ms,e2e_p50_ms,e2e_p99_ms,graph_mean_ms,forward_mean_ms
cpu_eager,8192,1.3726711258544921,1.3414869999999999,1.8505338900000003,0.0,1.3726711258544921,1.3414869999999999,1.8505338900000003,0.12178017834472656,1.1740801497802735
cpu_compile,8192,1.0576525147705078,0.937919,1.2544481700000005,0.0,1.0576525147705078,0.937919,1.2544481700000005,0.12267651293945313,0.846264486328125
gpu_eager,8192,1.5897645874692898,1.5863200016319752,1.698830350637436,0.0706171914728202,1.66038177894211,1.656895948573947,1.7763257749378683,0.28407495005558303,1.2000817599910079
gpu_compile,8192,1.097697457882532,0.9770240187644958,1.003466574251652,0.07470998438907372,1.1724074422716058,1.0518719982355833,1.0784217909723521,0.2856579696872359,0.7038481724157464
