backend,compute_mean_ms,transfer_mean_ms,e2e_mean_ms
cpu_eager,1.3726711258544921,0.0,1.3726711258544921
cpu_compile,1.0576525147705078,0.0,1.0576525147705078
gpu_eager,1.5897645874692898,0.0706171914728202,1.66038177894211
gpu_compile,1.097697457882532,0.07470998438907372,1.1724074422716058
